Child_BIRTHS_ALL_YEAR,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR,marriage_dummies
0,48,5,0,0,5,0
0,24,18,1,12,5,1
0,24,15,0,0,5,0
0,40,10,0,0,5,1
3,24,9,0,0,5,1
0,24,8,0,0,5,0
0,48,10,0,0,5,0
0,48,16,7,8,5,0
0,26,20,0,0,5,0
0,24,4,0,0,5,0
3,48,10,0,0,5,1
0,48,6,0,0,5,0
0,48,13,0,0,5,0
0,48,12,0,0,5,0
0,49,4,0,0,5,0
0,48,9,0,0,5,0
0,26,14,0,0,5,1
2,26,16,1,10,5,1
0,26,14,0,0,5,0
3,26,16,3,9,5,1
0,25,8,0,0,5,0
0,25,6,0,0,5,0
0,25,3,0,0,5,0
0,49,14,0,0,5,0
0,49,9,0,0,5,0
0,49,8,0,0,5,0
2,48,19,7,13,5,1
0,40,14,0,0,5,0
0,25,14,0,0,5,0
0,49,8,0,0,5,1
0,49,5,0,0,5,1
2,49,18,1,12,5,1
0,49,14,0,0,5,0
0,49,9,0,0,5,0
0,25,18,3,13,5,0
3,25,15,0,0,5,0
2,40,15,0,0,5,0
0,48,3,0,0,5,0
0,25,15,0,0,5,0
0,25,13,0,0,5,0
0,25,4,0,0,5,0
0,25,20,1,14,5,1
0,24,5,0,0,5,0
0,25,13,0,0,5,0
6,48,15,0,0,5,0
3,48,11,0,0,5,0
0,48,5,0,0,5,0
2,48,13,0,0,5,1
2,48,10,0,0,5,0
0,48,7,0,0,5,0
0,48,4,0,0,5,0
0,48,3,0,0,5,0
2,25,19,7,13,5,1
2,25,16,7,9,5,1
0,25,9,0,0,5,0
1,48,12,0,0,5,0
0,48,20,0,0,5,1
0,25,18,7,12,5,0
0,26,7,0,0,5,0
2,26,21,0,0,5,0
2,26,19,3,12,5,1
0,26,17,7,11,5,0
0,26,11,0,0,5,0
1,26,13,0,0,5,1
1,26,11,0,0,5,0
0,26,9,0,0,5,0
0,26,8,0,0,5,0
0,26,6,0,0,5,0
0,26,3,0,0,5,0
0,49,17,1,10,5,1
2,48,21,1,14,5,1
0,48,17,1,10,5,0
0,25,11,0,0,5,0
0,26,14,0,0,5,0
0,24,17,1,11,5,1
0,48,19,7,12,5,0
0,48,11,0,0,5,0
0,48,12,0,0,5,1
0,48,10,0,0,5,0
3,48,15,0,0,5,0
0,48,10,0,0,5,0
0,48,7,0,0,5,0
1,49,12,0,0,5,0
1,49,11,0,0,5,0
3,48,17,7,10,5,1
0,48,3,0,0,5,0
2,48,18,1,12,5,1
0,48,15,0,0,5,0
0,48,9,0,0,5,0
0,48,21,5,12,5,0
0,48,8,0,0,5,0
3,48,19,7,13,5,0
0,48,13,0,0,5,0
0,48,4,0,0,5,0
0,48,5,0,0,5,0
0,48,11,0,0,5,0
1,48,7,0,0,5,0
0,48,4,0,0,5,0
0,24,17,1,11,5,0
0,48,3,0,0,5,0
2,48,12,0,0,5,1
0,48,9,0,0,5,0
0,48,3,0,0,5,0
5,24,20,3,11,5,0
0,24,17,7,10,5,0
0,24,14,0,0,5,0
1,24,11,0,0,5,0
1,24,9,0,0,5,0
0,24,3,0,0,5,0
0,24,7,0,0,5,0
2,48,19,7,10,5,0
0,48,18,1,12,5,0
2,26,14,0,0,5,0
0,26,12,0,0,5,0
1,26,11,0,0,5,0
0,26,7,0,0,5,0
0,26,4,0,0,5,0
5,26,0,0,0,5,0
5,26,20,3,10,5,0
2,26,19,8,14,5,0
0,26,9,0,0,5,0
0,26,5,0,0,5,0
1,26,15,0,0,5,0
2,26,14,0,0,5,0
2,26,10,0,0,5,0
0,26,9,0,0,5,0
1,26,9,0,0,5,0
3,26,5,0,0,5,0
2,26,17,7,11,5,0
0,26,0,0,0,5,0
0,26,15,0,0,5,0
2,26,10,0,0,5,0
3,26,15,0,0,5,0
2,26,14,0,0,5,0
2,26,10,0,0,5,0
1,26,10,0,0,5,0
0,26,4,0,0,5,0
0,26,3,0,0,5,0
3,26,12,0,0,5,0
1,26,20,0,0,5,1
0,26,19,0,0,5,0
1,26,18,1,11,5,0
2,26,17,7,10,5,1
3,26,17,7,11,5,0
0,26,11,0,0,5,0
3,26,15,0,0,5,0
0,24,10,0,0,5,0
0,48,20,3,12,5,0
0,48,5,0,0,5,0
0,48,4,0,0,5,0
1,48,15,0,0,5,1
2,48,18,8,12,5,0
2,48,11,0,0,5,1
0,48,10,0,0,5,0
2,48,9,0,0,5,0
1,48,8,0,0,5,0
0,26,7,0,0,5,0
0,48,12,0,0,5,0
0,48,10,0,0,5,0
0,48,9,0,0,5,0
2,48,12,0,0,5,1
3,48,17,0,0,5,1
0,48,12,0,0,5,0
0,48,10,0,0,5,0
0,24,9,0,0,5,0
3,48,14,0,0,5,0
0,48,6,0,0,5,0
3,48,17,7,11,5,0
0,24,14,0,0,5,0
0,24,8,0,0,5,0
0,24,4,0,0,5,0
0,24,15,0,0,5,1
0,26,9,0,0,5,0
1,26,10,0,0,5,0
0,26,12,0,0,5,0
0,26,21,7,14,5,0
2,26,14,0,0,5,0
0,26,5,0,0,5,0
0,24,19,1,13,5,0
2,26,0,0,0,5,1
0,26,14,0,0,5,0
0,26,13,0,0,5,0
0,26,8,0,0,5,0
0,48,13,0,0,5,0
1,48,13,0,0,5,0
0,48,5,0,0,5,0
1,48,20,1,12,5,0
2,48,8,0,0,5,0
0,48,7,0,0,5,0
1,24,15,0,0,5,0
2,24,14,0,0,5,0
1,24,14,0,0,5,0
1,24,10,0,0,5,0
1,24,19,1,12,5,0
0,24,14,0,0,5,0
0,24,7,0,0,5,0
3,26,17,1,10,5,0
1,26,14,0,0,5,1
0,26,14,0,0,5,0
0,26,4,0,0,5,0
4,26,18,3,10,5,1
2,26,13,0,0,5,0
0,24,20,1,12,5,0
1,48,15,0,0,5,0
2,48,14,0,0,5,0
3,48,21,1,10,5,0
1,48,12,0,0,5,0
0,48,10,0,0,5,0
2,48,12,0,0,5,1
1,48,20,0,0,5,1
0,48,14,0,0,5,0
0,48,12,0,0,5,0
1,24,18,3,12,5,0
2,24,14,0,0,5,0
1,24,11,0,0,5,0
0,24,7,0,0,5,0
2,24,0,0,0,5,0
0,24,12,0,0,5,0
0,24,9,0,0,5,0
0,24,5,0,0,5,0
0,48,7,0,0,5,0
2,24,10,0,0,5,0
2,24,17,7,10,5,0
0,48,15,0,0,5,0
2,48,11,0,0,5,0
0,48,9,0,0,5,0
0,48,5,0,0,5,0
0,24,10,0,0,5,0
2,26,18,0,0,5,0
1,26,15,0,0,5,0
0,26,13,0,0,5,0
0,26,13,0,0,5,0
1,26,13,0,0,5,0
0,26,9,0,0,5,0
0,48,5,0,0,5,0
0,48,6,0,0,5,0
0,48,12,0,0,5,0
0,48,11,0,0,5,0
2,26,12,0,0,5,0
0,26,8,0,0,5,0
0,26,5,0,0,5,0
4,26,0,0,0,5,0
1,26,0,0,0,5,0
0,48,11,0,0,5,0
1,24,15,0,0,5,0
4,24,15,0,0,5,0
1,24,13,0,0,5,0
0,48,10,0,0,5,0
0,48,7,0,0,5,0
2,26,18,1,12,5,1
0,48,19,1,14,5,0
0,24,19,1,12,5,0
0,24,10,0,0,5,0
0,24,13,0,0,5,0
3,48,16,3,9,5,0
2,48,14,0,0,5,0
0,48,12,0,0,5,0
0,48,10,0,0,5,0
0,48,10,0,0,5,0
0,48,12,0,0,5,0
1,48,14,0,0,5,0
0,48,13,0,0,5,0
0,48,10,0,0,5,0
1,24,20,0,0,5,0
0,24,11,0,0,5,0
0,26,13,0,0,5,0
0,26,6,0,0,5,0
0,26,6,0,0,5,0
1,26,15,0,0,5,0
0,26,4,0,0,5,0
1,26,16,7,9,5,0
0,26,13,0,0,5,0
0,26,11,0,0,5,0
0,26,4,0,0,5,0
0,26,3,0,0,5,0
3,26,0,0,0,5,0
5,48,13,0,0,5,0
0,48,20,1,14,5,0
0,24,4,0,0,5,0
0,24,10,0,0,5,0
0,24,15,0,0,5,0
4,24,16,7,11,5,1
0,24,7,0,0,5,0
2,24,16,7,10,5,0
1,24,12,0,0,5,0
1,24,12,0,0,5,0
0,24,6,0,0,5,0
2,48,20,2,12,5,0
0,48,11,0,0,5,0
1,48,11,0,0,5,0
1,48,6,0,0,5,0
2,48,12,0,0,5,1
2,48,15,0,0,5,1
3,24,20,7,14,5,1
0,24,9,0,0,5,0
0,24,17,1,11,5,0
1,24,12,0,0,5,0
0,24,8,0,0,5,0
1,24,8,0,0,5,0
0,24,12,0,0,5,0
0,24,15,0,0,5,0
0,24,15,0,0,5,0
0,24,11,0,0,5,0
0,24,8,0,0,5,0
0,24,12,0,0,5,0
1,24,17,1,11,5,0
2,24,18,7,12,5,1
0,24,5,0,0,5,0
2,48,20,3,12,5,0
0,48,0,0,0,5,0
2,48,21,1,13,7,1
0,26,16,1,10,7,0
0,26,19,1,13,7,0
3,24,16,7,10,7,1
1,26,20,1,15,7,1
0,26,18,1,11,7,1
0,26,14,0,0,7,0
3,26,22,0,0,7,1
1,48,11,0,0,7,0
2,48,9,0,0,7,0
0,48,6,0,0,7,0
0,48,11,0,0,7,0
0,48,7,0,0,7,0
0,26,14,0,0,7,0
0,26,7,0,0,7,0
0,49,10,0,0,7,0
1,49,20,1,12,7,0
0,26,10,0,0,7,0
0,48,7,0,0,7,0
1,48,15,0,0,7,0
1,48,14,0,0,7,1
1,26,20,1,14,7,0
0,26,17,7,11,7,0
1,40,18,3,12,7,0
0,48,14,0,0,7,0
3,26,20,1,12,7,1
3,26,18,1,11,7,1
1,48,22,1,13,7,1
1,48,20,3,14,7,1
0,48,21,0,0,7,0
2,49,14,0,0,7,1
0,26,18,1,12,7,0
0,26,11,0,0,7,1
0,26,8,0,0,7,1
1,26,19,6,12,7,0
1,26,12,0,0,7,1
0,26,12,0,0,7,0
0,26,12,0,0,7,0
2,40,22,1,12,7,0
1,40,22,1,12,7,0
5,40,17,8,9,7,0
0,40,7,0,0,7,0
4,40,17,7,10,7,1
0,26,18,1,12,7,0
0,26,15,0,0,7,0
1,48,21,1,12,7,1
0,48,9,0,0,7,0
1,48,13,0,0,7,1
1,25,19,1,13,7,1
0,25,11,0,0,7,0
0,25,10,0,0,7,0
0,25,8,0,0,7,0
0,25,16,7,10,7,1
0,25,15,0,0,7,0
0,48,13,0,0,7,0
0,48,15,0,0,7,1
0,48,14,0,0,7,0
0,48,12,0,0,7,0
1,48,22,0,0,7,1
0,48,10,0,0,7,0
1,25,19,0,0,7,0
0,48,6,0,0,7,0
4,26,21,3,12,7,0
1,26,18,1,12,7,1
0,25,22,1,16,7,0
0,25,17,7,11,7,0
1,26,17,1,12,7,1
0,48,18,7,11,7,0
3,26,22,0,0,7,1
3,48,20,7,12,7,0
0,48,6,0,0,7,0
1,25,19,0,0,7,1
0,25,17,7,12,7,0
0,26,6,0,0,7,0
1,26,18,1,13,7,1
0,26,16,7,10,7,0
4,26,14,0,0,7,1
0,26,14,0,0,7,1
1,26,11,0,0,7,1
0,25,6,0,0,7,0
0,48,18,1,12,7,0
0,49,12,0,0,7,1
0,49,9,0,0,7,0
1,26,18,7,12,7,1
0,26,15,0,0,7,0
0,26,6,0,0,7,0
0,26,20,0,0,7,1
0,26,21,1,15,7,1
1,40,17,7,10,7,1
0,26,14,0,0,7,0
0,26,12,0,0,7,0
0,26,11,0,0,7,0
0,48,8,0,0,7,0
0,49,18,1,12,7,0
0,49,16,1,10,7,0
0,24,12,0,0,7,0
0,25,14,0,0,7,0
0,25,14,0,0,7,0
2,25,16,1,11,7,1
0,25,11,0,0,7,0
0,25,9,0,0,7,0
0,25,5,0,0,7,0
0,48,7,0,0,7,0
0,48,17,7,11,7,0
0,48,8,0,0,7,0
0,48,15,0,0,7,0
3,48,21,1,14,7,1
0,26,7,0,0,7,0
0,26,20,1,13,7,0
3,26,19,1,12,7,0
0,26,10,0,0,7,0
2,48,13,0,0,7,1
0,25,21,0,0,7,1
1,25,19,7,13,7,1
0,25,16,7,10,7,1
0,25,15,0,0,7,1
0,25,13,0,0,7,0
0,25,10,0,0,7,0
0,25,10,0,0,7,0
0,25,11,0,0,7,0
0,24,20,0,0,7,0
0,48,14,0,0,7,0
2,26,22,7,14,7,1
0,26,8,0,0,7,0
0,26,8,0,0,7,0
3,40,17,7,11,7,0
0,40,15,0,0,7,0
4,26,22,6,9,7,1
0,26,7,0,0,7,0
0,48,7,0,0,7,0
0,24,20,1,14,7,1
0,24,17,7,10,7,0
0,40,12,0,0,7,1
0,48,5,0,0,7,0
3,24,11,0,0,7,1
0,24,10,0,0,7,0
0,48,12,0,0,7,0
0,48,18,1,11,7,0
3,48,12,0,0,7,1
0,48,8,0,0,7,0
0,48,15,0,0,7,0
0,48,14,0,0,7,0
0,49,6,0,0,7,0
0,48,11,0,0,7,0
0,26,16,7,10,7,1
2,26,18,1,12,7,1
0,26,16,7,9,7,0
3,26,17,1,10,7,1
0,25,10,0,0,7,0
0,25,8,0,0,7,0
0,25,5,0,0,7,0
0,49,16,1,9,7,0
0,49,12,0,0,7,0
0,49,10,0,0,7,0
2,48,21,0,0,7,1
0,40,16,1,10,7,0
1,40,15,0,0,7,0
0,40,13,0,0,7,0
0,40,8,0,0,7,0
0,25,16,7,10,7,0
0,49,10,0,0,7,1
0,49,7,0,0,7,1
2,49,20,1,12,7,1
0,49,16,7,10,7,0
0,49,11,0,0,7,0
0,25,21,0,0,7,0
3,25,17,7,10,7,0
2,40,18,0,0,7,0
0,25,17,1,11,7,0
0,25,16,7,10,7,0
0,25,7,0,0,7,0
0,25,22,1,16,7,1
0,24,7,0,0,7,0
0,25,15,0,0,7,0
6,48,17,1,9,7,0
3,48,13,0,0,7,0
0,48,6,0,0,7,0
2,48,15,0,0,7,1
2,48,12,0,0,7,0
0,48,10,0,0,7,0
0,48,7,0,0,7,0
0,48,6,0,0,7,0
2,25,21,1,14,7,1
2,25,18,1,11,7,1
0,25,11,0,0,7,0
1,48,14,0,0,7,0
0,48,23,1,17,7,1
0,40,8,0,0,7,0
0,25,20,0,0,7,0
0,26,9,0,0,7,0
2,26,23,1,16,7,0
2,26,21,1,12,7,1
0,26,19,1,12,7,0
0,26,12,0,0,7,0
1,26,15,0,0,7,1
1,26,13,0,0,7,0
0,26,12,0,0,7,0
0,26,10,0,0,7,0
0,26,5,0,0,7,0
0,49,19,3,14,7,1
2,48,23,1,14,7,1
0,48,19,1,13,7,0
0,25,14,0,0,7,0
0,26,17,7,11,7,0
0,24,19,1,14,7,1
0,48,21,0,0,7,0
0,48,13,0,0,7,0
0,48,14,0,0,7,1
0,48,12,0,0,7,0
3,48,17,7,11,7,0
0,48,12,0,0,7,0
0,48,9,0,0,7,0
1,49,14,0,0,7,0
1,49,12,0,0,7,0
3,48,19,1,13,7,1
0,48,5,0,0,7,0
2,48,20,0,0,7,1
0,48,17,7,10,7,0
0,48,11,0,0,7,0
0,48,23,5,10,7,0
0,48,10,0,0,7,0
3,48,21,1,16,7,0
0,48,15,0,0,7,0
0,48,6,0,0,7,0
0,48,7,0,0,7,0
0,48,13,0,0,7,0
0,24,19,1,12,7,0
0,48,5,0,0,7,0
2,48,14,0,0,7,1
0,48,11,0,0,7,0
0,48,5,0,0,7,0
5,24,22,1,11,7,0
0,24,20,3,12,7,0
0,24,16,3,10,7,0
1,24,13,0,0,7,0
1,24,11,0,0,7,0
0,24,5,0,0,7,0
0,24,9,0,0,7,0
2,48,21,1,12,7,0
0,48,20,7,12,7,0
2,26,16,1,10,7,0
0,26,14,0,0,7,0
1,26,13,0,0,7,0
0,26,9,0,0,7,0
0,26,6,0,0,7,0
5,26,0,0,0,7,0
5,26,23,3,11,7,0
2,26,21,8,14,7,0
0,26,11,0,0,7,0
0,26,7,0,0,7,0
1,26,17,7,11,7,0
2,26,16,7,10,7,0
2,26,12,0,0,7,0
0,26,11,0,0,7,0
1,26,11,0,0,7,0
3,26,7,0,0,7,0
2,26,19,6,12,7,0
0,26,0,0,0,7,0
0,26,17,7,10,7,0
2,26,13,0,0,7,0
3,26,18,3,11,7,0
2,26,16,7,11,7,0
2,26,12,0,0,7,0
1,26,12,0,0,7,0
0,26,6,0,0,7,0
0,26,6,0,0,7,0
3,26,14,0,0,7,0
1,26,22,0,0,7,1
0,26,21,0,0,7,0
1,26,20,1,12,7,0
2,26,19,7,12,7,1
3,26,19,8,11,7,0
0,26,13,0,0,7,0
3,26,17,7,11,7,0
0,24,11,0,0,7,0
0,48,22,3,12,7,0
0,48,7,0,0,7,0
0,48,6,0,0,7,0
1,48,17,7,10,7,1
2,48,20,2,13,7,0
2,48,13,0,0,7,1
0,48,12,0,0,7,0
2,48,11,0,0,7,0
1,48,9,0,0,7,0
0,26,9,0,0,7,0
0,48,14,0,0,7,0
0,48,12,0,0,7,0
0,48,11,0,0,7,0
2,48,14,0,0,7,1
3,48,20,3,12,7,1
0,48,14,0,0,7,0
0,48,12,0,0,7,0
0,24,12,0,0,7,0
3,48,15,0,0,7,0
0,48,8,0,0,7,0
3,48,18,1,12,7,0
0,24,16,3,11,7,0
0,24,10,0,0,7,0
0,24,5,0,0,7,0
0,24,17,1,11,7,1
0,26,11,0,0,7,0
0,26,23,0,0,7,0
2,26,16,3,9,7,0
0,26,6,0,0,7,0
0,24,22,1,16,7,0
2,26,0,0,0,7,1
0,26,17,7,11,7,0
0,26,15,0,0,7,0
0,26,10,0,0,7,0
2,24,19,3,9,7,0
0,48,15,0,0,7,0
1,48,15,0,0,7,0
0,48,7,0,0,7,0
1,48,22,1,12,7,0
2,48,10,0,0,7,0
0,48,9,0,0,7,0
1,24,16,6,7,7,0
2,24,15,0,0,7,0
1,24,16,7,11,7,0
2,24,15,0,0,7,0
1,24,12,0,0,7,0
1,24,21,3,12,7,0
0,24,16,7,11,7,0
0,24,9,0,0,7,0
3,26,19,1,12,7,0
0,26,16,7,9,7,0
0,26,6,0,0,7,0
4,26,20,7,11,7,1
2,26,15,0,0,7,0
0,48,11,0,0,7,0
0,24,23,1,12,7,0
1,48,17,3,11,7,0
2,48,16,1,11,7,0
3,48,23,1,10,7,0
1,48,14,0,0,7,0
0,48,12,0,0,7,0
2,48,14,0,0,7,1
1,48,22,0,0,7,1
0,48,16,7,10,7,0
0,48,14,0,0,7,0
1,24,20,1,12,7,0
2,24,16,9,99,7,0
1,24,13,0,0,7,0
0,24,8,0,0,7,0
2,24,0,0,0,7,0
0,25,23,1,17,7,0
0,24,14,0,0,7,0
0,24,10,0,0,7,0
0,24,7,0,0,7,0
0,26,5,0,0,7,0
0,48,9,0,0,7,0
2,24,12,0,0,7,0
2,24,19,8,10,7,0
0,48,17,7,11,7,0
2,48,14,0,0,7,0
0,48,0,0,0,7,0
1,48,0,0,0,7,0
0,48,11,0,0,7,0
0,48,7,0,0,7,0
0,24,12,0,0,7,0
2,26,19,3,12,7,0
1,26,17,3,9,7,0
0,26,15,0,0,7,0
0,26,15,0,0,7,0
1,26,15,0,0,7,0
0,26,11,0,0,7,0
0,48,7,0,0,7,0
0,48,8,0,0,7,0
0,48,14,0,0,7,0
0,48,13,0,0,7,0
2,26,14,0,0,7,0
0,26,11,0,0,7,0
0,26,7,0,0,7,0
4,26,17,3,10,7,0
1,26,0,0,0,7,0
0,48,13,0,0,7,0
1,24,17,7,10,7,0
4,24,16,7,9,7,0
1,24,16,7,10,7,0
0,48,12,0,0,7,0
0,48,9,0,0,7,0
2,40,20,1,12,7,1
0,48,21,1,14,7,0
3,48,18,3,12,7,0
2,48,16,7,8,7,0
0,48,14,0,0,7,0
0,48,12,0,0,7,0
0,48,12,0,0,7,0
0,48,14,0,0,7,0
3,48,9,0,0,7,0
1,48,16,3,10,7,0
0,48,15,0,0,7,0
0,48,12,0,0,7,0
1,24,22,1,16,7,0
0,24,13,0,0,7,0
1,26,17,7,11,7,0
0,26,6,0,0,7,0
1,26,18,7,99,7,0
0,26,15,0,0,7,0
0,26,13,0,0,7,0
0,26,6,0,0,7,0
0,26,5,0,0,7,0
3,26,17,7,10,7,0
5,48,15,0,0,7,0
0,48,22,3,15,7,0
0,24,6,0,0,7,0
0,24,12,0,0,7,0
0,24,17,7,12,7,0
4,24,18,7,12,7,1
0,24,9,0,0,7,0
2,24,18,3,12,7,0
1,24,14,0,0,7,0
1,24,14,0,0,7,0
0,24,8,0,0,7,0
2,48,21,1,12,7,0
0,48,13,0,0,7,0
1,48,13,0,0,7,0
1,48,8,0,0,7,0
3,24,23,1,14,7,1
0,24,11,0,0,7,0
0,24,18,7,12,7,0
1,24,14,0,0,7,0
0,24,10,0,0,7,0
1,24,10,0,0,7,0
2,24,22,1,12,7,1
0,24,5,0,0,7,0
0,24,14,0,0,7,0
0,24,17,7,11,7,0
0,24,17,7,11,7,0
0,24,13,0,0,7,0
0,24,10,0,0,7,0
0,24,14,0,0,7,0
4,48,21,1,12,7,1
1,24,18,7,11,7,0
0,48,20,6,14,7,1
2,48,10,0,0,7,0
2,48,8,0,0,7,0
2,24,20,7,13,7,1
0,24,7,0,0,7,0
2,48,22,3,12,7,0
0,48,15,0,0,7,0
0,48,0,0,0,7,0
2,48,23,1,13,9,1
0,25,23,1,16,9,0
0,26,19,1,13,9,0
0,26,21,0,0,9,0
3,24,18,7,12,9,1
1,26,22,1,16,9,1
0,26,19,0,0,9,1
0,26,16,7,9,9,0
1,48,13,0,0,9,0
2,48,11,0,0,9,0
0,48,8,0,0,9,0
0,48,13,0,0,9,0
0,48,9,0,0,9,0
0,26,16,7,10,9,0
0,26,9,0,0,9,0
0,49,13,0,0,9,0
1,49,22,1,12,9,0
0,26,12,0,0,9,0
0,48,9,0,0,9,0
1,48,17,7,11,9,0
1,48,16,7,9,9,1
1,26,22,0,0,9,0
0,26,19,3,13,9,0
1,40,19,1,12,9,0
0,48,16,1,9,9,0
3,26,20,7,13,9,1
0,26,22,1,16,9,0
1,48,22,1,13,9,1
0,48,23,7,15,9,0
2,49,16,2,10,9,1
0,26,21,1,12,9,0
0,26,13,0,0,9,1
0,26,10,0,0,9,1
1,26,21,3,12,9,0
0,26,14,0,0,9,0
0,26,14,0,0,9,0
2,40,24,1,12,9,0
1,40,24,1,12,9,0
0,40,9,0,0,9,0
0,26,20,3,12,9,0
0,26,17,7,11,9,0
1,48,23,1,13,9,1
0,48,11,0,0,9,0
1,48,15,0,0,9,1
1,25,21,1,14,9,1
0,25,13,0,0,9,0
0,25,12,0,0,9,0
0,25,10,0,0,9,0
0,25,18,1,12,9,1
0,25,17,1,11,9,0
0,48,15,0,0,9,0
0,48,17,1,12,9,1
0,48,16,3,9,9,0
0,48,14,0,0,9,0
1,48,24,9,0,9,1
0,48,12,0,0,9,0
1,25,21,0,0,9,0
0,48,11,0,0,9,0
0,48,8,0,0,9,0
4,26,23,1,12,9,0
1,26,20,0,0,9,1
0,25,24,1,16,9,0
0,25,19,1,13,9,0
1,26,19,1,14,9,1
0,48,20,0,0,9,0
3,48,22,6,12,9,0
0,48,8,0,0,9,0
1,25,21,0,0,9,1
0,25,19,0,0,9,0
0,26,9,0,0,9,0
1,26,20,0,0,9,1
0,26,18,1,12,9,0
4,26,16,7,10,9,1
0,26,16,7,10,9,1
1,26,13,0,0,9,1
0,25,9,0,0,9,0
0,48,21,1,13,9,0
0,49,14,0,0,9,1
0,49,11,0,0,9,0
1,26,20,7,14,9,1
0,26,17,7,11,9,0
0,26,8,0,0,9,0
0,26,22,0,0,9,1
3,26,24,1,11,9,0
1,40,19,7,13,9,1
0,26,16,7,9,9,0
0,26,14,0,0,9,0
0,26,13,0,0,9,0
0,48,9,0,0,9,0
0,24,14,0,0,9,0
0,48,16,7,9,9,0
0,25,16,7,9,9,0
2,25,18,1,12,9,1
0,25,13,0,0,9,0
0,25,11,0,0,9,0
0,25,7,0,0,9,0
0,48,9,0,0,9,0
0,48,18,7,12,9,0
0,48,10,0,0,9,0
0,48,17,1,11,9,0
3,48,23,7,17,9,1
0,26,10,0,0,9,0
0,26,22,1,16,9,0
3,26,21,1,12,9,0
0,26,12,0,0,9,0
0,24,10,0,0,9,0
2,48,15,0,0,9,1
0,25,23,0,0,9,1
1,25,21,1,13,9,1
0,25,18,7,12,9,1
0,25,18,7,12,9,1
0,25,15,0,0,9,0
0,25,13,0,0,9,0
0,25,12,0,0,9,0
0,25,13,0,0,9,0
0,24,22,0,0,9,0
0,48,15,0,0,9,0
0,26,10,0,0,9,0
0,26,10,0,0,9,0
3,40,19,3,12,9,0
0,40,17,7,11,9,0
4,26,24,6,10,9,1
0,26,9,0,0,9,0
0,48,9,0,0,9,0
0,24,22,1,14,9,1
0,24,19,7,12,9,0
0,40,14,0,0,9,1
0,48,7,0,0,9,0
3,24,13,0,0,9,1
0,24,12,0,0,9,0
0,48,14,0,0,9,0
0,48,20,0,0,9,0
3,48,14,0,0,9,1
0,48,10,0,0,9,0
0,48,17,7,12,9,0
0,48,16,7,11,9,0
0,49,21,1,13,9,1
0,49,8,0,0,9,0
0,48,14,0,0,9,0
0,26,18,7,12,9,1
0,26,18,1,11,9,0
3,26,19,7,12,9,1
0,25,12,0,0,9,0
0,25,10,0,0,9,0
0,25,7,0,0,9,0
0,49,18,3,11,9,0
0,49,13,0,0,9,0
0,49,12,0,0,9,0
2,48,23,7,16,9,1
0,40,18,1,12,9,0
1,40,17,5,10,9,0
0,40,15,0,0,9,0
0,40,10,0,0,9,0
0,24,7,0,0,9,0
0,25,18,7,13,9,0
0,49,12,0,0,9,1
0,49,10,0,0,9,1
2,49,22,1,13,9,1
0,49,18,0,0,9,0
0,49,13,0,0,9,0
2,40,19,3,12,9,0
0,26,24,0,0,9,0
0,25,19,1,13,9,0
0,25,18,7,12,9,0
0,25,8,0,0,9,0
0,24,9,0,0,9,0
0,25,17,7,10,9,0
6,48,18,1,10,9,0
3,48,15,0,0,9,0
0,48,8,0,0,9,0
2,48,17,3,10,9,1
2,48,14,0,0,9,0
0,48,12,0,0,9,0
0,48,9,0,0,9,0
0,48,8,0,0,9,0
2,25,23,1,14,9,1
2,25,20,1,14,9,1
0,25,13,0,0,9,0
3,48,22,0,0,9,1
1,48,16,7,10,9,0
0,48,24,1,16,9,1
0,40,10,0,0,9,0
0,25,22,0,0,9,0
1,48,22,6,12,9,0
0,26,11,0,0,9,0
2,26,25,1,16,9,0
2,26,23,1,12,9,1
0,26,15,0,0,9,0
1,26,15,0,0,9,0
0,26,13,0,0,9,0
0,26,12,0,0,9,0
0,26,7,0,0,9,0
0,49,21,0,0,9,1
2,48,25,3,14,9,1
0,48,21,7,14,9,0
0,25,15,0,0,9,0
0,26,19,7,12,9,0
0,24,21,1,16,9,1
0,48,23,1,16,9,0
0,48,15,0,0,9,0
0,48,17,7,11,9,1
0,48,14,0,0,9,0
3,48,20,7,12,9,0
0,48,14,0,0,9,0
0,48,11,0,0,9,0
1,49,16,7,10,9,0
1,49,15,0,0,9,0
3,48,21,3,14,9,1
0,48,7,0,0,9,0
2,48,22,1,16,9,1
0,48,19,1,12,9,0
0,48,13,0,0,9,0
0,48,25,5,12,9,0
0,48,12,0,0,9,0
3,48,23,3,14,9,0
0,48,17,7,11,9,0
0,48,8,0,0,9,0
0,48,9,0,0,9,0
0,48,16,7,8,9,0
1,48,11,0,0,9,0
0,48,8,0,0,9,0
1,48,9,0,0,9,0
0,24,21,3,13,9,0
0,48,7,0,0,9,0
2,48,17,6,10,9,1
0,48,13,0,0,9,0
0,48,9,0,0,9,0
0,48,7,0,0,9,0
5,24,24,3,11,9,0
0,24,22,3,12,9,0
0,24,18,1,12,9,0
1,24,15,0,0,9,0
1,24,13,0,0,9,0
0,24,7,0,0,9,0
0,24,12,0,0,9,0
2,48,23,3,12,9,0
0,48,23,1,12,9,0
0,26,17,1,10,9,0
1,26,16,1,10,9,0
0,26,11,0,0,9,0
0,26,8,0,0,9,0
5,26,24,3,10,9,0
2,26,23,1,13,9,0
