TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17703,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19003,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20303,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,V21601,V21603,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER2001,ER4157,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER5001,ER6997,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER7001,ER9248,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER10001,ER10004,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER13001,ER13005,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER17001,ER17005,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER21001,ER21004,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER25001,ER25004,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER36001,ER36004,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER42001,ER42004,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER47301,ER47304,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER53001,ER53004,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER60001,ER60004,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER66001,ER66004,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER72001,ER72004,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
5,,,1.0,1.0,1.0,1.0,1.0,,3,5463,44,5,0,2,0,0,9999,2,3.0,23.0,3.0,1866,0,0,0,0,0,0,3.0,23.0,4.0,5704,4,60,1,0,0,4.0,23.0,4.0,4173,4,60,1,0,0,4.0,23.0,9221,3,60,3,0,0,6.0,28.0,7820,3,60,4,0,0,6.0,28.0,9603,3,33,4,0,0,6.0,28.0,7537,2,30,5,0,0,7.0,28.0,4230,2,30,6,0,0,8.0,28.0,282,2,30,8,0,0,6.0,28.0,6051,2,30,10,0,0,8.0,28.0,372,2,30,12,0,0,6.0,28.0,1048,3,30,14,0,0,0,,,,7.0,28.0,2087,3,30,16,7,9,0,,,,5.0,28.0,2246,3,30,18,7,11,0,3.0,0.0,0.0,5.0,28.0,1878,3,30,20,7,12,0,2.0,472.0,0.0,3.0,28.0,151,2,30,22,1,12,5000,2.0,562.0,0.0,1.0,28.0,4339,2,30,24,1,12,16000,2.0,562.0,0.0,2.0,28.0,4020,2,30,26,1,12,15000,2.0,5000.0,0.0,1.0,28.0,6254,2,30,28,1,12,22000,,,
2,,,,,,,1.0,1.0,3,5463,187,0,0,2,0,0,9999,2,3.0,23.0,5.0,6715,0,0,0,0,0,0,3.0,23.0,5.0,8480,0,0,0,0,0,4.0,23.0,5.0,9110,0,0,0,0,0,4.0,23.0,10808,0,0,0,0,0,6.0,28.0,7821,0,0,0,0,0,6.0,28.0,10086,0,0,0,0,0,6.0,28.0,4589,0,0,0,0,0,7.0,28.0,4818,0,0,0,0,0,8.0,28.0,2306,0,0,0,0,0,6.0,28.0,6097,0,0,0,0,0,8.0,28.0,2174,0,0,0,0,0,6.0,21.0,1319,4,70,8,0,0,0,,,,7.0,21.0,4912,4,30,10,0,0,0,,,,5.0,21.0,6822,3,30,13,0,0,0,,,,5.0,21.0,2121,3,30,14,0,0,0,,,,3.0,21.0,613,3,30,16,7,10,0,,,,1.0,21.0,6648,2,30,19,1,13,5000,,,,2.0,21.0,7965,1,10,21,1,14,0,2.0,5610.0,0.0,1.0,21.0,7886,2,22,23,1,14,0,2.0,5240.0,0.0
3,,1.0,1.0,1.0,,,,,3,5464,40,5,0,2,0,0,9999,2,3.0,17.0,4.0,3712,4,30,5,0,0,0,3.0,17.0,4.0,2134,4,30,6,0,0,4.0,17.0,4.0,5071,4,30,7,0,0,4.0,17.0,3169,4,30,8,0,0,6.0,22.0,12951,4,30,9,0,0,6.0,22.0,6707,4,30,10,0,0,6.0,22.0,1336,4,30,11,0,0,7.0,22.0,5158,4,30,12,0,0,8.0,22.0,351,4,30,14,0,0,6.0,22.0,4771,4,30,16,7,10,8.0,22.0,2152,3,30,18,7,11,6.0,22.0,907,51,30,20,0,0,0,,,,7.0,22.0,2147,2,30,22,3,14,2600,4.0,0.0,0.0,5.0,22.0,860,2,30,24,7,13,0,3.0,0.0,0.0,5.0,22.0,779,2,30,26,1,14,8516,2.0,476.0,0.0,3.0,22.0,2195,2,30,28,3,15,12618,,,,1.0,22.0,571,2,30,30,1,15,10000,,,,2.0,22.0,4331,2,30,32,1,15,10847,,,,1.0,22.0,1580,2,30,34,3,15,0,,,
4,,,,,1.0,1.0,1.0,1.0,3,5464,43,0,0,2,1,0,9999,2,3.0,23.0,4.0,4532,0,0,0,0,0,0,3.0,23.0,4.0,5777,0,0,0,0,0,4.0,23.0,3.0,4859,0,0,0,0,0,4.0,23.0,3524,0,0,0,0,0,6.0,28.0,14468,0,0,0,0,0,6.0,28.0,9772,0,0,0,0,0,6.0,28.0,3605,3,30,1,0,0,7.0,28.0,4820,3,30,2,0,0,8.0,28.0,97,3,30,4,0,0,6.0,28.0,2969,3,30,6,0,0,8.0,26.0,2031,3,30,8,0,0,6.0,26.0,4955,3,30,10,0,0,0,,,,7.0,28.0,2916,3,30,12,0,0,0,,,,5.0,28.0,495,3,30,14,0,0,0,,,,5.0,28.0,805,3,30,16,7,9,0,,,,3.0,28.0,903,3,30,18,7,11,0,2.0,460.0,0.0,1.0,28.0,226,2,30,20,1,13,1000,2.0,476.0,0.0,2.0,28.0,3780,2,30,22,1,13,15000,2.0,4720.0,0.0,1.0,28.0,2100,1,10,24,1,14,0,2.0,3600.0,0.0
2,,,,,,,1.0,1.0,3,5464,45,0,0,2,0,0,9999,2,3.0,17.0,2.0,4555,0,0,0,0,0,0,3.0,17.0,2.0,5775,0,0,0,0,0,4.0,17.0,3.0,7189,0,0,0,0,0,4.0,23.0,3639,0,0,0,0,0,6.0,28.0,12954,0,0,0,0,0,6.0,28.0,7412,0,0,0,0,0,6.0,28.0,5765,0,0,0,0,0,7.0,28.0,4470,0,0,0,0,0,8.0,22.0,2409,0,0,0,0,0,6.0,22.0,2970,4,30,2,0,0,8.0,22.0,1738,4,30,4,0,0,6.0,22.0,1490,3,30,5,0,0,0,,,,7.0,22.0,5620,3,30,8,0,0,0,,,,5.0,22.0,2933,3,30,10,0,0,0,,,,5.0,22.0,4189,3,30,12,0,0,0,,,,3.0,22.0,3872,3,30,14,0,0,0,,,,1.0,22.0,2918,2,30,16,7,9,0,,,,2.0,22.0,7520,2,30,18,1,12,0,2.0,4720.0,0.0,1.0,22.0,1577,51,30,19,0,0,0,2.0,4110.0,0.0
5,,,,1.0,1.0,1.0,1.0,1.0,3,5464,183,0,0,2,0,0,9999,2,3.0,23.0,4.0,4532,0,0,0,0,0,0,3.0,23.0,4.0,5777,0,0,0,0,0,4.0,23.0,3.0,4859,0,0,0,0,0,4.0,23.0,3524,0,0,0,0,0,6.0,28.0,14468,0,0,0,0,0,6.0,28.0,9772,3,30,2,0,0,6.0,28.0,3605,2,30,2,0,0,7.0,28.0,4820,2,30,3,0,0,8.0,28.0,97,2,30,5,0,0,6.0,28.0,2969,2,30,8,0,0,8.0,26.0,2031,2,30,9,0,0,6.0,26.0,4955,2,30,12,0,0,0,,,,7.0,28.0,2916,2,30,13,0,0,0,,,,5.0,28.0,495,2,30,15,0,0,0,,,,5.0,28.0,805,2,30,17,7,11,0,2.0,0.0,0.0,3.0,28.0,903,2,30,19,7,13,9578,2.0,460.0,0.0,1.0,28.0,2650,1,10,21,1,14,0,2.0,775.0,0.0,2.0,28.0,3905,1,10,23,1,14,0,2.0,2310.0,0.0,1.0,28.0,1788,1,10,25,1,14,0,2.0,2000.0,0.0
2,,,,,,,1.0,1.0,3,5464,189,0,0,2,0,0,9999,2,3.0,23.0,4.0,6954,0,0,0,0,0,0,3.0,23.0,4.0,8108,0,0,0,0,0,4.0,23.0,4.0,5056,0,0,0,0,0,4.0,23.0,3343,0,0,0,0,0,6.0,28.0,12949,0,0,0,0,0,6.0,28.0,6705,0,0,0,0,0,6.0,28.0,387,0,0,0,0,0,7.0,28.0,4651,0,0,0,0,0,8.0,28.0,199,0,0,0,0,0,6.0,28.0,4819,0,0,0,0,0,8.0,28.0,320,0,0,0,0,0,6.0,28.0,5791,4,30,11,0,0,0,,,,7.0,28.0,7177,4,30,13,0,0,0,,,,5.0,28.0,6808,3,30,15,0,0,0,,,,5.0,28.0,1581,3,30,17,7,11,0,,,,,,0,0,0,0,0,0,0,,,,1.0,28.0,7782,3,30,22,3,14,5040,,,,2.0,28.0,3792,1,10,23,1,14,0,2.0,4050.0,0.0,1.0,28.0,1607,1,10,25,3,14,0,2.0,5840.0,0.0
2,,,,,,,1.0,1.0,3,5464,190,0,0,2,2,0,9999,2,3.0,23.0,4.0,6954,0,0,0,0,0,0,3.0,23.0,4.0,8108,0,0,0,0,0,4.0,23.0,4.0,5056,0,0,0,0,0,4.0,23.0,3343,0,0,0,0,0,6.0,28.0,12949,0,0,0,0,0,6.0,28.0,6705,0,0,0,0,0,6.0,28.0,387,0,0,0,0,0,7.0,28.0,4651,0,0,0,0,0,8.0,28.0,199,0,0,0,0,0,6.0,28.0,4819,0,0,0,0,0,8.0,28.0,320,0,0,0,0,0,6.0,28.0,5791,5,30,8,0,0,0,,,,7.0,28.0,7177,5,30,10,0,0,0,,,,5.0,28.0,6808,4,30,12,0,0,0,,,,5.0,28.0,1581,4,30,14,0,0,0,,,,,,0,0,0,0,0,0,0,,,,1.0,28.0,7782,4,30,19,1,12,4350,,,,2.0,28.0,3792,4,40,20,1,14,13051,2.0,4010.0,0.0,1.0,28.0,1607,4,40,22,3,14,15000,2.0,4720.0,0.0
4,1.0,,1.0,1.0,1.0,,,,3,5476,30,5,0,2,2,1,2012,1,3.0,4.0,4.0,1620,3,30,2,0,0,0,3.0,4.0,4.0,8443,3,30,4,0,0,4.0,4.0,4.0,7674,3,30,5,0,0,4.0,4.0,5779,3,30,6,0,0,6.0,6.0,3067,3,30,6,0,0,6.0,6.0,6440,3,30,8,0,0,6.0,6.0,1608,3,30,8,0,0,7.0,6.0,4084,3,30,9,0,0,8.0,6.0,2810,3,30,11,0,0,6.0,6.0,3660,3,30,14,0,0,8.0,6.0,3692,3,30,16,7,9,6.0,6.0,7204,3,30,18,1,12,3000,5.0,274.0,0.0,7.0,6.0,7308,71,30,20,1,13,5500,,,,5.0,6.0,4601,2,22,22,1,13,0,3.0,365.0,0.0,5.0,6.0,3171,2,22,24,1,13,0,2.0,360.0,0.0,3.0,6.0,2642,2,20,25,1,13,0,2.0,524.0,0.0,1.0,6.0,3529,2,20,28,1,13,0,,,,2.0,4.0,1008,2,20,30,1,14,0,,,,1.0,4.0,388,2,20,31,1,14,0,,,
1,,,,,,,,1.0,3,5476,31,0,0,2,0,0,9999,2,3.0,4.0,4.0,1620,0,0,0,0,0,0,3.0,4.0,4.0,8443,0,0,0,0,0,4.0,4.0,4.0,7674,0,0,0,0,0,4.0,4.0,5779,0,0,0,0,0,6.0,6.0,3067,0,0,0,0,0,6.0,6.0,6440,0,0,0,0,0,6.0,6.0,1608,0,0,0,0,0,7.0,6.0,4084,0,0,0,0,0,8.0,6.0,2810,0,0,0,0,0,6.0,6.0,3660,4,30,1,0,0,8.0,6.0,3692,4,30,3,0,0,6.0,6.0,7204,4,30,5,0,0,0,,,,7.0,6.0,7308,3,30,7,0,0,0,,,,5.0,6.0,3748,2,30,9,0,0,0,,,,5.0,6.0,4522,2,30,11,0,0,0,,,,3.0,6.0,1314,2,30,12,0,0,0,,,,1.0,6.0,6237,2,30,15,0,0,0,,,,2.0,6.0,747,2,30,17,7,10,0,,,,1.0,48.0,161,51,30,18,7,12,0,2.0,9620.0,0.0
1,,,,,,,,1.0,3,5477,36,5,0,2,1,0,9999,2,3.0,34.0,4.0,3129,0,0,0,0,0,0,3.0,34.0,4.0,5619,4,30,1,0,0,4.0,34.0,4.0,1543,4,30,1,0,0,4.0,34.0,10632,4,30,2,0,0,6.0,39.0,12960,4,30,3,0,0,6.0,39.0,8508,4,30,4,0,0,6.0,39.0,4934,4,30,5,0,0,7.0,39.0,2524,4,30,6,0,0,8.0,39.0,2582,4,30,8,0,0,6.0,39.0,6824,3,30,10,0,0,8.0,39.0,7610,3,30,12,0,0,6.0,39.0,2005,2,30,14,0,0,0,,,,7.0,39.0,5758,2,30,16,7,9,0,,,,5.0,39.0,8106,2,30,18,7,11,0,,,,5.0,39.0,7701,3,30,20,3,12,0,,,,3.0,39.0,5155,3,30,22,3,12,0,,,,1.0,39.0,8154,1,10,24,3,11,0,,,,2.0,39.0,6949,1,10,26,1,11,0,,,,1.0,39.0,1696,1,10,28,1,11,0,2.0,4510.0,0.0
1,1.0,,,,,,,,3,5478,32,5,0,2,0,0,9999,2,3.0,21.0,5.0,2558,4,30,6,0,0,0,3.0,21.0,5.0,2468,4,30,7,0,0,4.0,21.0,5.0,2374,4,30,8,0,0,4.0,21.0,520,4,30,9,0,0,6.0,26.0,7826,4,30,10,0,0,6.0,26.0,8077,4,30,11,0,0,6.0,26.0,3833,4,30,11,0,0,7.0,26.0,2899,4,30,12,0,0,8.0,26.0,1537,4,30,14,0,0,6.0,26.0,3611,4,30,17,7,10,8.0,26.0,5899,4,30,19,7,13,6.0,26.0,3759,51,30,21,7,14,7400,5.0,385.0,0.0,7.0,26.0,2315,51,30,23,0,0,0,,,,5.0,26.0,6421,2,30,25,1,16,10189,,,,5.0,26.0,4862,2,30,27,1,17,61000,,,,,,0,0,0,0,0,0,0,,,,1.0,26.0,7976,2,30,31,1,99,57000,,,,2.0,26.0,3259,2,30,33,1,99,60000,,,,1.0,26.0,8245,1,10,35,1,16,0,,,
2,,,,,,,1.0,1.0,3,5478,34,0,0,2,0,0,9999,2,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,6.0,26.0,10882,0,0,0,0,0,6.0,26.0,9564,0,0,0,0,0,6.0,26.0,8164,0,0,0,0,0,7.0,26.0,5213,3,30,1,0,0,8.0,26.0,6479,3,35,2,0,0,6.0,26.0,2660,3,35,4,0,0,8.0,26.0,4507,2,30,6,0,0,6.0,1.0,6468,2,30,8,0,0,0,,,,7.0,1.0,6381,2,30,10,0,0,0,,,,5.0,1.0,4035,2,30,12,0,0,0,,,,5.0,1.0,3733,2,30,14,0,0,0,,,,3.0,1.0,7756,2,30,16,7,9,0,,,,1.0,1.0,852,2,30,18,1,10,1300,,,,2.0,1.0,3503,51,30,20,7,13,3000,2.0,2760.0,0.0,1.0,1.0,6794,51,30,22,0,0,0,2.0,4720.0,0.0
5,,,1.0,1.0,1.0,1.0,1.0,,3,5479,31,5,0,2,2,0,9999,2,3.0,21.0,2.0,396,0,0,0,0,0,0,3.0,21.0,2.0,9193,2,30,1,0,0,4.0,21.0,2.0,4470,2,30,2,0,0,4.0,21.0,2777,2,30,3,0,0,6.0,26.0,3068,2,30,3,0,0,6.0,26.0,7616,2,30,5,0,0,6.0,26.0,636,2,30,5,0,0,7.0,26.0,5773,2,30,6,0,0,8.0,26.0,4851,2,30,8,0,0,6.0,26.0,3498,2,30,11,0,0,8.0,26.0,4334,2,30,13,0,0,6.0,26.0,553,2,30,14,0,0,0,,,,7.0,26.0,2389,2,30,16,3,9,0,,,,5.0,26.0,629,2,30,18,3,9,1192,3.0,0.0,0.0,5.0,26.0,1837,2,22,20,3,10,0,2.0,0.0,0.0,3.0,26.0,1133,1,10,22,3,10,0,2.0,0.0,0.0,1.0,26.0,3195,1,10,24,1,10,0,2.0,874.0,0.0,2.0,26.0,598,1,10,26,3,10,0,2.0,7750.0,0.0,1.0,26.0,2822,1,10,29,3,10,0,,,
1,,,,,,,,1.0,3,5479,32,0,0,2,0,0,9999,2,3.0,21.0,2.0,396,0,0,0,0,0,0,3.0,21.0,2.0,9193,0,0,0,0,0,4.0,21.0,2.0,4470,0,0,0,0,0,4.0,21.0,2777,0,0,0,0,0,6.0,26.0,3068,0,0,0,0,0,6.0,26.0,7616,0,0,0,0,0,6.0,26.0,636,0,0,0,0,0,7.0,26.0,5773,0,0,0,0,0,8.0,26.0,4851,0,0,0,0,0,6.0,26.0,3498,3,30,1,0,0,8.0,26.0,4334,3,30,3,0,0,6.0,26.0,553,3,30,5,0,0,0,,,,7.0,26.0,2389,3,30,6,0,0,0,,,,5.0,26.0,629,3,30,8,0,0,0,,,,5.0,26.0,543,2,30,10,0,0,0,,,,3.0,26.0,958,2,30,12,0,0,0,,,,1.0,26.0,4981,2,30,15,0,0,0,,,,2.0,26.0,177,2,30,16,5,10,0,,,,1.0,26.0,2028,2,30,18,7,12,0,2.0,4110.0,0.0
4,1.0,1.0,1.0,1.0,,,,,3,5491,33,5,0,2,0,0,9999,2,3.0,19.0,4.0,5615,4,30,5,0,0,0,3.0,19.0,4.0,5124,4,30,6,0,0,4.0,19.0,4.0,806,4,30,6,0,0,4.0,19.0,5275,4,30,8,0,0,6.0,24.0,7837,4,30,9,0,0,6.0,24.0,7545,4,30,10,0,0,6.0,24.0,865,4,30,10,0,0,7.0,24.0,4469,4,30,11,0,0,8.0,24.0,2196,4,30,13,0,0,6.0,24.0,4714,2,30,16,7,10,8.0,24.0,3654,2,30,18,7,12,6.0,24.0,1444,2,30,19,1,13,2200,5.0,570.0,0.0,7.0,24.0,5944,2,30,22,1,16,2500,4.0,365.0,0.0,5.0,24.0,772,2,30,23,1,16,26000,3.0,324.0,0.0,5.0,24.0,6240,2,30,26,7,17,26000,2.0,460.0,0.0,3.0,24.0,5014,1,10,28,1,17,0,,,,1.0,24.0,4423,1,10,30,1,17,0,,,,2.0,24.0,150,1,10,31,1,17,0,,,,1.0,24.0,135,1,10,33,1,17,0,,,
5,,1.0,1.0,1.0,1.0,1.0,,,3,5493,39,5,0,2,3,0,9999,2,3.0,12.0,4.0,6447,3,30,2,0,0,0,3.0,12.0,4.0,672,3,30,3,0,0,4.0,12.0,4.0,2125,3,30,4,0,0,4.0,12.0,3558,3,30,5,0,0,6.0,17.0,12969,3,30,6,0,0,6.0,17.0,9630,3,30,7,0,0,6.0,17.0,7423,3,30,8,0,0,7.0,17.0,6128,3,30,9,0,0,8.0,17.0,2464,3,30,11,0,0,6.0,17.0,5183,3,30,13,0,0,8.0,17.0,7145,2,30,15,0,0,6.0,17.0,847,2,30,17,7,11,0,,,,7.0,17.0,3778,2,30,19,3,11,0,4.0,0.0,0.0,5.0,17.0,6281,1,10,21,3,11,0,3.0,0.0,0.0,5.0,17.0,2446,1,10,23,3,11,0,2.0,451.0,0.0,3.0,17.0,2036,1,10,25,6,11,0,2.0,451.0,0.0,1.0,17.0,3578,1,10,27,1,11,0,2.0,962.0,0.0,2.0,17.0,2640,1,10,29,3,11,0,,,,1.0,17.0,2084,1,10,31,1,11,0,,,
1,,,,,,,1.0,,3,5493,40,5,0,2,3,0,9999,2,3.0,12.0,4.0,6447,4,30,1,0,0,0,3.0,12.0,4.0,672,4,30,1,0,0,4.0,12.0,4.0,2125,4,30,2,0,0,4.0,12.0,3558,4,30,3,0,0,6.0,17.0,12969,4,30,4,0,0,6.0,17.0,9630,4,30,5,0,0,6.0,17.0,7423,4,30,6,0,0,7.0,17.0,6128,4,30,7,0,0,8.0,17.0,2464,4,30,9,0,0,6.0,17.0,5183,4,30,11,0,0,8.0,17.0,7145,3,30,13,0,0,6.0,17.0,847,3,30,15,0,0,0,,,,7.0,17.0,3778,3,30,17,7,9,0,,,,5.0,17.0,2397,2,30,19,3,10,0,,,,5.0,17.0,2044,1,10,21,3,11,0,,,,3.0,17.0,2457,1,10,23,3,11,0,,,,1.0,17.0,3356,1,10,25,1,11,0,,,,2.0,17.0,2592,1,10,27,3,11,0,2.0,5850.0,0.0,1.0,17.0,1665,1,10,29,1,11,0,,,
1,,,,,,,,1.0,3,5493,204,0,0,2,0,0,9999,2,3.0,12.0,8.0,3958,0,0,0,0,0,0,3.0,12.0,8.0,416,0,0,0,0,0,4.0,12.0,8.0,2525,0,0,0,0,0,4.0,12.0,7787,0,0,0,0,0,6.0,17.0,12971,0,0,0,0,0,6.0,17.0,9808,0,0,0,0,0,6.0,17.0,7247,0,0,0,0,0,7.0,17.0,6176,0,0,0,0,0,,,0,0,0,0,0,0,6.0,17.0,7172,5,60,1,0,0,8.0,17.0,1853,4,60,2,0,0,6.0,17.0,768,3,30,4,0,0,0,,,,7.0,17.0,4047,3,30,6,0,0,0,,,,5.0,17.0,2583,3,30,8,0,0,0,,,,5.0,17.0,2228,4,35,10,0,0,0,,,,3.0,17.0,3346,3,30,12,0,0,0,,,,1.0,17.0,5360,3,30,14,0,0,0,,,,2.0,18.0,3076,4,33,16,7,11,0,,,,1.0,18.0,2340,3,33,18,8,11,0,2.0,4760.0,0.0
1,,,,,,,1.0,,3,5494,181,0,0,2,2,1,2014,1,3.0,21.0,1.0,4819,0,0,0,0,0,0,3.0,21.0,1.0,3976,0,0,0,0,0,4.0,21.0,1.0,2880,0,0,0,0,0,4.0,21.0,974,0,0,0,0,0,6.0,26.0,12975,0,0,0,0,0,6.0,26.0,7414,0,0,0,0,0,6.0,26.0,6192,0,0,0,0,0,7.0,26.0,1248,0,0,0,0,0,8.0,26.0,2257,0,0,0,0,0,6.0,26.0,2443,0,0,0,0,0,8.0,26.0,1309,0,0,0,0,0,6.0,26.0,1494,0,0,0,0,0,0,,,,7.0,26.0,5217,0,0,0,0,0,0,,,,5.0,26.0,6961,0,0,0,0,0,0,,,,5.0,26.0,4582,6,30,21,0,0,0,,,,3.0,26.0,6701,2,22,23,1,13,0,,,,1.0,26.0,3377,2,20,25,3,13,0,,,,2.0,26.0,8031,2,20,27,6,13,0,2.0,0.0,0.0,1.0,26.0,5389,2,20,29,6,13,0,,,
5,,,1.0,1.0,1.0,1.0,1.0,,3,5495,32,5,0,2,0,0,9999,2,3.0,21.0,4.0,2437,0,0,0,0,0,0,3.0,21.0,2.0,6939,2,30,1,0,0,4.0,21.0,3.0,4448,2,30,1,0,0,4.0,21.0,2544,3,33,2,0,0,6.0,26.0,7845,2,30,3,0,0,6.0,26.0,8452,2,30,4,0,0,6.0,26.0,7721,2,30,5,0,0,7.0,26.0,3763,3,30,6,0,0,8.0,26.0,5995,2,30,8,0,0,6.0,26.0,4259,2,30,10,0,0,8.0,26.0,2877,2,30,12,0,0,6.0,26.0,6624,2,30,14,0,0,0,,,,7.0,26.0,8034,2,30,17,7,11,0,,,,5.0,26.0,7555,51,30,18,7,13,0,3.0,460.0,0.0,5.0,26.0,7751,51,30,20,0,0,0,2.0,270.0,0.0,3.0,26.0,7075,51,30,22,0,0,0,2.0,883.0,0.0,1.0,26.0,6711,4,33,24,1,17,10000,2.0,476.0,0.0,2.0,26.0,2017,1,10,26,1,17,0,2.0,5620.0,0.0,1.0,26.0,1850,1,10,28,1,17,0,,,
5,,,,1.0,1.0,1.0,1.0,1.0,3,5495,33,5,0,2,0,0,9999,2,3.0,21.0,3.0,5945,0,0,0,0,0,0,3.0,21.0,3.0,2481,0,0,0,0,0,4.0,21.0,4.0,3993,4,30,1,0,0,4.0,21.0,2529,4,30,1,0,0,6.0,26.0,7844,4,30,2,0,0,6.0,26.0,7263,4,30,3,0,0,6.0,26.0,2569,4,30,4,0,0,7.0,26.0,1398,4,30,5,0,0,8.0,26.0,4577,3,30,7,0,0,6.0,26.0,6360,4,70,9,0,0,8.0,26.0,2611,3,70,11,0,0,6.0,26.0,7412,3,70,13,0,0,0,,,,7.0,26.0,3150,3,70,15,0,0,0,,,,,,0,0,0,0,0,0,0,,,,5.0,26.0,2548,1,10,19,3,12,0,2.0,485.0,0.0,3.0,26.0,6468,1,10,21,1,14,0,2.0,470.0,0.0,1.0,26.0,6363,1,10,23,1,16,0,2.0,470.0,0.0,2.0,26.0,1758,1,10,25,1,17,0,2.0,4760.0,0.0,1.0,26.0,2218,1,10,27,1,17,0,2.0,4760.0,0.0
3,,,,,,1.0,1.0,1.0,3,5495,34,0,0,2,0,0,9999,2,3.0,21.0,4.0,2437,0,0,0,0,0,0,3.0,21.0,2.0,6939,0,0,0,0,0,4.0,21.0,3.0,4448,0,0,0,0,0,4.0,21.0,2544,0,0,0,0,0,6.0,26.0,7845,0,0,0,0,0,6.0,26.0,8452,0,0,0,0,0,6.0,26.0,7721,0,0,0,0,0,7.0,26.0,3763,4,30,1,0,0,8.0,26.0,5995,3,30,2,0,0,6.0,26.0,4259,3,30,4,0,0,8.0,26.0,2877,3,30,6,0,0,6.0,26.0,6624,3,30,8,0,0,0,,,,7.0,26.0,8034,3,30,10,0,0,0,,,,5.0,26.0,7555,2,30,12,0,0,0,,,,5.0,26.0,7751,2,30,14,0,0,0,,,,3.0,26.0,7075,2,30,16,7,10,0,,,,1.0,26.0,6711,3,33,18,1,12,4995,2.0,460.0,0.0,2.0,26.0,1598,51,33,20,0,0,0,2.0,4110.0,0.0,1.0,26.0,2574,51,33,22,0,0,0,2.0,4110.0,0.0
2,,,,,,,1.0,1.0,3,5499,35,5,0,2,0,0,9999,2,3.0,24.0,3.0,1434,0,0,0,0,0,0,3.0,24.0,3.0,4237,0,0,0,0,0,4.0,24.0,4.0,4622,4,30,1,0,0,4.0,24.0,4250,4,30,1,0,0,6.0,29.0,12977,4,30,2,0,0,6.0,29.0,8819,4,30,3,0,0,6.0,29.0,3978,4,30,4,0,0,7.0,29.0,5018,5,30,5,0,0,,,0,0,0,0,0,0,6.0,18.0,5096,3,30,9,0,0,8.0,47.0,5737,4,33,11,0,0,6.0,47.0,4423,3,33,13,0,0,0,,,,7.0,47.0,4776,3,33,15,0,0,0,,,,5.0,47.0,3718,3,33,17,7,11,500,,,,5.0,47.0,6952,1,10,19,1,12,0,,,,3.0,47.0,6437,1,10,21,1,12,0,,,,1.0,47.0,2308,2,33,23,3,12,0,,,,2.0,47.0,4428,1,10,25,3,12,0,2.0,0.0,0.0,1.0,29.0,3472,1,10,27,3,12,0,2.0,0.0,0.0
5,,,1.0,1.0,1.0,1.0,,1.0,3,5501,41,5,0,2,0,0,9999,2,3.0,15.0,6.0,3032,0,0,0,0,0,0,3.0,15.0,7.0,5360,7,65,1,0,0,4.0,15.0,7.0,3979,7,65,1,0,0,4.0,15.0,2414,5,60,1,0,0,6.0,20.0,16653,2,30,3,0,0,6.0,20.0,10432,2,30,4,0,0,6.0,20.0,6348,2,30,5,0,0,7.0,20.0,758,2,30,6,0,0,8.0,20.0,4076,2,30,8,0,0,6.0,20.0,4863,2,30,10,0,0,8.0,20.0,5913,2,30,12,0,0,6.0,20.0,950,2,30,14,0,0,0,,,,7.0,20.0,1747,2,30,16,7,10,0,,,,5.0,20.0,4483,2,30,18,7,11,0,3.0,234.0,0.0,5.0,20.0,2120,2,30,20,7,14,0,2.0,570.0,0.0,3.0,29.0,6673,1,10,22,1,16,0,2.0,405.0,0.0,1.0,29.0,4982,1,10,24,1,17,0,2.0,202.0,0.0,,,0,0,0,0,0,0,0,,,,1.0,53.0,8369,1,10,28,1,17,0,2.0,9820.0,0.0
