# Child_BIRTHS_ALL_YEAR,MARITAL_STATUS_ALL_YEAR,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR
0,2,42,11,0,0,7
0,2,0,0,0,0,7
0,2,0,0,0,0,7
0,2,0,0,0,0,7
0,2,28,19,7,12,7
1,2,28,19,7,12,7
1,2,28,13,0,0,7
0,2,41,10,0,0,7
0,2,41,7,0,0,7
2,1,55,19,1,12,7
0,2,34,15,0,0,7
0,2,34,15,0,0,7
0,2,36,19,7,13,7
1,1,36,9,0,0,7
0,1,42,14,0,0,7
0,2,12,10,0,0,7
0,2,41,22,1,12,7
0,2,41,12,0,0,7
0,2,8,13,0,0,7
0,2,8,12,0,0,7
0,2,39,5,0,0,7
4,1,39,21,1,10,7
1,1,48,22,1,13,7
1,1,48,20,3,14,7
0,2,27,8,0,0,7
0,2,48,21,0,0,7
0,1,6,19,0,0,7
2,1,49,14,0,0,7
0,1,34,17,1,10,7
0,2,0,0,0,0,7
0,2,34,12,0,0,7
0,2,34,7,0,0,7
0,2,28,9,0,0,7
0,2,28,5,0,0,7
1,2,28,18,7,12,7
1,1,28,15,0,0,7
0,1,6,14,0,0,7
2,1,42,12,0,0,7
1,2,42,10,0,0,7
2,1,29,17,3,10,7
0,1,29,8,0,0,7
5,4,0,0,0,0,7
0,2,47,6,0,0,7
0,1,18,20,3,12,7
0,2,37,11,0,0,7
0,2,55,6,0,0,7
0,2,53,12,0,0,7
0,2,53,11,0,0,7
0,2,53,8,0,0,7
0,2,53,14,0,0,7
0,2,53,22,1,16,7
0,2,34,6,0,0,7
2,1,33,21,1,13,7
0,2,1,10,0,0,7
3,2,51,18,1,11,7
0,4,26,18,1,12,7
0,1,26,11,0,0,7
0,1,26,8,0,0,7
1,4,26,19,6,12,7
1,1,26,12,0,0,7
0,2,26,12,0,0,7
0,2,26,12,0,0,7
2,5,40,22,1,12,7
2,5,0,0,0,0,7
1,2,40,22,1,12,7
2,1,8,21,6,9,7
5,2,40,17,8,9,7
0,2,40,7,0,0,7
0,2,41,13,0,0,7
0,2,41,6,0,0,7
4,1,40,17,7,10,7
0,2,16,6,0,0,7
0,2,26,18,1,12,7
0,2,26,15,0,0,7
1,1,48,21,1,12,7
0,2,48,9,0,0,7
1,1,48,13,0,0,7
1,1,47,19,7,12,7
1,1,47,16,7,10,7
2,1,37,22,0,0,7
2,1,37,20,0,0,7
0,2,33,7,0,0,7
1,1,25,19,1,13,7
0,2,25,11,0,0,7
0,2,25,10,0,0,7
0,2,25,8,0,0,7
2,1,27,14,0,0,7
1,1,51,19,1,12,7
0,2,51,15,0,0,7
0,2,22,8,0,0,7
2,2,51,9,0,0,7
0,2,51,5,0,0,7
0,2,51,5,0,0,7
0,2,51,10,0,0,7
0,2,51,7,0,0,7
0,2,51,14,0,0,7
1,2,51,11,0,0,7
0,1,25,16,7,10,7
0,2,25,15,0,0,7
1,2,29,18,1,10,7
1,2,29,13,0,0,7
0,2,29,14,0,0,7
0,2,29,6,0,0,7
4,1,5,18,1,12,7
0,2,48,13,0,0,7
0,2,13,11,0,0,7
2,1,37,22,1,13,7
0,1,48,15,0,0,7
0,2,48,14,0,0,7
0,2,48,12,0,0,7
1,1,48,22,0,0,7
0,2,48,10,0,0,7
0,2,27,17,1,10,7
0,2,27,16,7,9,7
0,1,47,12,0,0,7
0,1,41,22,6,16,7
1,4,25,19,0,0,7
0,1,13,16,7,9,7
0,2,13,15,0,0,7
0,2,39,9,0,0,7
0,2,48,6,0,0,7
0,2,36,10,0,0,7
0,2,41,20,1,13,7
0,2,31,7,0,0,7
0,2,8,5,0,0,7
0,2,8,22,0,0,7
3,1,8,22,0,0,7
1,1,8,17,7,10,7
0,2,8,10,0,0,7
0,2,8,5,0,0,7
3,1,8,19,1,12,7
3,4,42,21,6,10,7
2,2,5,15,0,0,7
1,2,47,14,0,0,7
0,2,5,14,0,0,7
8,5,47,22,1,12,7
3,2,47,20,1,15,7
2,1,8,17,7,10,7
0,2,47,8,0,0,7
4,2,26,21,3,12,7
1,1,26,18,1,12,7
0,2,47,0,0,0,7
1,1,5,21,1,13,7
1,1,21,16,7,11,7
0,2,25,22,1,16,7
0,2,25,17,7,11,7
0,2,6,10,0,0,7
0,2,23,21,7,14,7
1,1,26,17,1,12,7
0,2,12,5,0,0,7
0,2,48,18,7,11,7
0,1,13,18,1,11,7
0,2,29,5,0,0,7
0,2,27,21,1,12,7
2,1,8,23,1,13,7
0,2,36,8,0,0,7
0,2,13,10,0,0,7
3,1,26,22,0,0,7
0,2,13,18,1,11,7
0,1,18,16,7,9,7
0,1,13,16,3,9,7
0,2,51,11,0,0,7
0,1,36,12,0,0,7
3,2,48,20,7,12,7
0,2,48,6,0,0,7
0,2,0,0,0,0,7
0,2,37,9,0,0,7
1,1,25,19,0,0,7
0,2,25,17,7,12,7
0,2,36,22,0,0,7
0,2,34,19,7,12,7
0,1,34,14,0,0,7
0,2,34,10,0,0,7
2,1,36,20,0,0,7
1,1,36,20,0,0,7
1,1,12,22,1,16,7
0,2,34,22,7,16,7
3,1,42,20,1,12,7
0,2,42,7,0,0,7
0,2,13,7,0,0,7
3,2,18,0,0,0,7
0,4,16,16,7,10,7
0,2,16,15,0,0,7
0,2,26,6,0,0,7
1,1,26,18,1,13,7
0,2,26,16,7,10,7
4,1,26,14,0,0,7
0,1,26,14,0,0,7
1,1,26,11,0,0,7
0,2,17,14,0,0,7
0,2,6,10,0,0,7
4,1,29,20,9,99,7
0,1,36,17,7,11,7
1,1,29,14,0,0,7
0,2,29,11,0,0,7
0,2,12,9,0,0,7
0,2,25,6,0,0,7
0,2,39,7,0,0,7
0,2,41,6,0,0,7
0,2,48,18,1,12,7
1,2,6,10,0,0,7
2,2,6,18,7,12,7
0,2,36,22,1,10,7
0,2,5,14,0,0,7
1,1,0,0,0,0,7
2,5,18,21,1,13,7
0,2,21,19,3,12,7
2,1,18,16,3,10,7
0,2,21,13,0,0,7
0,2,53,15,0,0,7
1,2,53,9,0,0,7
0,2,53,18,7,11,7
1,1,0,0,0,0,7
2,1,21,18,7,12,7
0,2,34,17,7,10,7
0,2,34,5,0,0,7
3,1,5,17,7,11,7
2,2,36,16,7,10,7
0,2,13,5,0,0,7
0,2,36,12,0,0,7
0,2,36,10,0,0,7
0,2,51,22,0,0,7
0,1,49,12,0,0,7
0,2,49,9,0,0,7
0,2,37,5,0,0,7
1,1,6,17,7,12,7
0,2,1,6,0,0,7
0,2,55,8,0,0,7
0,4,53,13,0,0,7
4,1,19,19,0,0,7
2,2,20,21,0,0,7
2,1,20,17,1,11,7
0,1,47,12,0,0,7
1,1,26,18,7,12,7
0,4,26,15,0,0,7
0,2,12,18,1,12,7
0,2,26,6,0,0,7
0,2,54,14,0,0,7
0,2,54,13,0,0,7
1,2,54,12,0,0,7
0,2,54,7,0,0,7
0,2,27,11,0,0,7
0,2,27,6,0,0,7
0,1,26,20,0,0,7
0,2,39,19,7,14,7
0,2,39,16,7,9,7
0,2,45,16,1,9,7
0,2,45,14,0,0,7
0,2,39,6,0,0,7
1,2,55,12,0,0,7
0,2,17,8,0,0,7
3,4,12,22,6,11,7
0,2,32,20,1,12,7
0,1,26,21,1,15,7
1,1,12,18,1,12,7
1,1,40,17,7,10,7
0,2,26,14,0,0,7
0,2,26,12,0,0,7
0,2,26,11,0,0,7
0,1,36,20,0,0,7
3,1,29,18,1,12,7
2,1,29,17,7,10,7
2,2,29,15,0,0,7
3,1,29,14,0,0,7
0,2,48,8,0,0,7
1,2,42,13,0,0,7
0,2,12,12,0,0,7
0,2,18,16,7,9,7
0,2,18,11,0,0,7
2,1,18,19,1,12,7
1,2,18,18,1,12,7
0,2,18,12,0,0,7
0,2,18,11,0,0,7
0,2,18,8,0,0,7
1,2,0,0,0,0,7
0,2,51,7,0,0,7
0,2,39,20,0,0,7
0,2,39,19,7,12,7
1,1,39,15,0,0,7
0,2,39,11,0,0,7
0,2,36,16,7,11,7
0,2,36,14,0,0,7
0,2,36,7,0,0,7
0,2,51,16,7,9,7
0,2,41,15,0,0,7
0,4,41,14,0,0,7
0,4,28,17,1,12,7
0,2,5,10,0,0,7
0,2,47,6,0,0,7
0,2,37,21,0,0,7
0,2,37,18,7,11,7
0,2,34,11,0,0,7
0,2,36,8,0,0,7
0,2,36,6,0,0,7
0,1,51,17,7,11,7
0,2,49,18,1,12,7
0,2,49,16,1,10,7
0,2,24,12,0,0,7
0,2,25,14,0,0,7
0,2,25,14,0,0,7
0,2,6,18,7,12,7
1,2,17,17,7,10,7
2,2,17,15,0,0,7
2,1,25,16,1,11,7
0,2,25,11,0,0,7
0,1,6,13,0,0,7
0,2,6,11,0,0,7
0,2,25,9,0,0,7
0,2,25,5,0,0,7
0,2,6,5,0,0,7
0,2,6,5,0,0,7
0,2,1,5,0,0,7
1,1,1,14,0,0,7
0,2,48,7,0,0,7
0,2,27,12,0,0,7
1,1,9,23,1,16,7
0,2,9,19,1,14,7
0,2,9,10,0,0,7
0,2,48,17,7,11,7
0,2,48,8,0,0,7
1,2,39,23,1,12,7
0,2,39,21,1,14,7
0,2,39,19,1,13,7
0,2,39,5,0,0,7
1,1,29,20,1,14,7
0,2,17,8,0,0,7
0,2,17,9,0,0,7
0,1,4,14,0,0,7
1,2,4,12,0,0,7
3,1,18,17,1,10,7
0,1,18,15,0,0,7
0,2,18,13,0,0,7
0,2,12,11,0,0,7
0,2,47,10,0,0,7
0,2,18,5,0,0,7
2,4,18,20,1,10,7
3,2,0,0,0,0,7
2,1,0,0,0,0,7
1,2,18,20,1,12,7
0,2,18,13,0,0,7
0,2,18,5,0,0,7
2,1,18,23,2,12,7
0,1,18,19,3,13,7
1,4,18,20,1,13,7
0,4,48,15,0,0,7
0,2,18,12,0,0,7
0,2,18,10,0,0,7
0,1,21,18,1,12,7
0,2,36,10,0,0,7
0,2,6,8,0,0,7
1,2,45,12,0,0,7
0,2,45,9,0,0,7
0,2,45,7,0,0,7
0,2,45,5,0,0,7
0,1,6,16,1,10,7
0,2,6,23,0,0,7
3,4,6,20,6,12,7
0,4,6,20,1,12,7
0,2,6,15,0,0,7
1,4,6,19,1,12,7
0,2,6,17,1,13,7
3,1,48,21,1,14,7
0,2,39,8,0,0,7
0,2,26,7,0,0,7
2,2,42,11,0,0,7
0,2,42,11,0,0,7
1,2,42,9,0,0,7
0,2,42,7,0,0,7
0,2,42,8,0,0,7
0,2,42,7,0,0,7
0,2,42,5,0,0,7
2,1,42,23,6,12,7
3,4,42,17,7,10,7
0,1,42,11,0,0,7
0,2,42,10,0,0,7
1,1,21,22,0,0,7
1,1,1,11,0,0,7
0,2,39,6,0,0,7
2,1,8,18,1,11,7
2,1,20,18,1,12,7
0,2,20,14,0,0,7
1,1,29,11,0,0,7
1,2,29,10,0,0,7
0,2,17,20,1,14,7
0,2,8,13,0,0,7
0,2,8,13,0,0,7
1,1,19,18,2,12,7
1,1,19,17,7,10,7
0,2,29,0,0,0,7
0,2,28,19,7,13,7
0,2,28,17,7,10,7
0,2,17,22,0,0,7
0,2,26,20,1,13,7
1,1,6,21,1,17,7
0,2,37,18,7,12,7
0,5,37,22,1,14,7
1,2,37,19,7,12,7
3,2,26,19,1,12,7
0,2,26,10,0,0,7
2,2,8,22,1,12,7
2,2,4,16,7,10,7
1,2,4,15,0,0,7
0,1,4,10,0,0,7
0,2,4,6,0,0,7
0,2,44,12,0,0,7
0,2,44,17,1,12,7
0,2,36,19,7,12,7
0,1,36,19,0,0,7
0,2,6,12,0,0,7
0,1,12,21,7,13,7
0,2,29,20,7,14,7
2,1,36,22,6,13,7
0,1,51,18,1,12,7
0,2,51,8,0,0,7
1,2,45,18,3,12,7
0,2,45,6,0,0,7
1,1,29,19,7,13,7
0,2,29,16,7,9,7
1,1,8,21,1,13,7
0,4,51,16,7,9,7
2,1,48,13,0,0,7
0,1,39,21,1,14,7
2,2,39,13,0,0,7
1,1,39,18,7,12,7
0,2,39,16,7,9,7
0,2,6,22,6,16,7
0,1,41,22,0,0,7
2,2,41,19,1,11,7
0,2,6,14,0,0,7
0,1,25,21,0,0,7
1,1,25,19,7,13,7
0,1,25,16,7,10,7
0,2,12,15,0,0,7
0,1,25,15,0,0,7
0,2,25,13,0,0,7
0,2,25,10,0,0,7
0,2,25,10,0,0,7
0,2,32,14,0,0,7
0,2,32,10,0,0,7
0,2,39,15,0,0,7
0,2,25,11,0,0,7
3,2,36,18,3,12,7
0,2,34,13,0,0,7
0,1,17,17,7,11,7
0,2,24,20,0,0,7
0,2,53,20,0,0,7
1,4,29,20,1,12,7
0,2,48,14,0,0,7
2,1,26,22,7,14,7
1,2,0,0,0,0,7
1,1,38,19,7,13,7
0,2,19,11,0,0,7
0,2,26,8,0,0,7
0,2,26,8,0,0,7
3,5,40,17,7,11,7
0,2,40,15,0,0,7
0,2,41,6,0,0,7
1,4,17,22,1,15,7
0,1,18,21,3,12,7
4,1,26,22,6,9,7
0,2,26,7,0,0,7
1,1,9,21,1,14,7
2,1,36,20,7,14,7
0,1,36,18,7,12,7
1,2,5,8,0,0,7
0,2,6,14,0,0,7
1,1,32,21,0,0,7
0,2,55,21,1,14,7
0,2,55,12,0,0,7
2,5,29,13,0,0,7
4,4,29,12,0,0,7
0,2,47,9,0,0,7
0,2,29,5,0,0,7
0,2,48,7,0,0,7
0,1,24,20,1,14,7
0,2,24,17,7,10,7
1,1,53,22,1,16,7
0,1,41,20,0,0,7
0,1,42,15,0,0,7
1,1,42,18,1,13,7
0,2,42,11,0,0,7
2,2,17,19,6,12,7
0,2,17,6,0,0,7
0,2,17,5,0,0,7
0,1,40,12,0,0,7
0,2,48,5,0,0,7
3,1,24,11,0,0,7
0,2,24,10,0,0,7
0,4,17,16,1,10,7
0,2,17,16,1,10,7
0,2,18,6,0,0,7
0,1,29,18,7,14,7
0,1,29,16,1,10,7
0,2,48,12,0,0,7
0,2,48,18,1,11,7
0,1,42,16,7,9,7
1,1,4,16,7,10,7
0,2,51,9,0,0,7
0,1,46,18,7,11,7
2,2,39,21,1,13,7
0,2,39,14,0,0,7
0,2,42,9,0,0,7
0,1,36,15,0,0,7
0,2,34,11,0,0,7
2,1,29,17,7,10,7
2,4,29,14,0,0,7
0,2,27,9,0,0,7
0,4,51,20,2,14,7
0,1,51,17,1,12,7
2,4,0,0,0,0,7
0,2,51,14,0,0,7
0,1,6,18,7,13,7
0,2,4,16,7,9,7
0,2,6,17,1,11,7
0,2,0,0,0,0,7
0,1,13,11,0,0,7
0,2,13,18,8,10,7
0,2,17,23,1,16,7
1,2,41,7,0,0,7
0,2,42,22,1,12,7
1,2,42,19,1,12,7
0,2,42,11,0,0,7
0,2,42,10,0,0,7
1,1,8,13,0,0,7
0,2,4,8,0,0,7
0,2,8,5,0,0,7
0,2,20,7,0,0,7
0,2,34,17,1,11,7
0,2,34,14,0,0,7
0,2,34,11,0,0,7
0,2,34,7,0,0,7
0,2,36,20,1,14,7
0,2,36,17,7,10,7
0,2,6,16,1,11,7
0,2,36,13,0,0,7
0,2,51,6,0,0,7
0,2,0,0,0,0,7
0,1,37,14,0,0,7
0,2,37,11,0,0,7
0,2,37,9,0,0,7
2,5,37,18,1,11,7
0,2,37,7,0,0,7
0,2,41,10,0,0,7
0,2,41,18,7,11,7
1,2,41,21,1,13,7
0,1,41,20,0,0,7
0,2,41,12,0,0,7
0,2,41,9,0,0,7
0,2,53,5,0,0,7
1,1,35,18,1,12,7
1,2,0,0,0,0,7
1,1,39,17,1,11,7
0,1,39,15,0,0,7
3,1,48,12,0,0,7
0,2,48,8,0,0,7
0,2,6,21,0,0,7
0,2,32,14,0,0,7
0,2,32,11,0,0,7
1,1,6,23,1,12,7
2,1,55,19,7,13,7
0,2,34,11,0,0,7
0,1,36,17,7,11,7
0,2,36,15,0,0,7
0,2,36,14,0,0,7
0,2,34,11,0,0,7
0,2,12,10,0,0,7
0,2,8,14,0,0,7
0,2,8,11,0,0,7
0,2,19,8,0,0,7
0,2,19,6,0,0,7
0,2,17,18,1,11,7
0,2,19,17,1,12,7
0,2,48,15,0,0,7
0,2,18,8,0,0,7
0,2,18,6,0,0,7
0,2,31,21,1,14,7
2,1,31,20,0,0,7
4,1,31,17,1,11,7
2,1,19,21,0,0,7
0,2,19,7,0,0,7
0,1,31,14,0,0,7
0,2,31,14,0,0,7
0,2,48,14,0,0,7
1,2,39,6,0,0,7
0,2,39,11,0,0,7
1,5,39,17,1,10,7
3,2,39,15,0,0,7
0,2,51,16,7,9,7
0,2,39,13,0,0,7
0,2,39,8,0,0,7
2,1,13,19,7,13,7
0,1,18,19,1,12,7
0,2,53,14,0,0,7
0,1,53,12,0,0,7
0,2,53,6,0,0,7
0,2,49,6,0,0,7
0,1,41,12,0,0,7
0,2,4,16,7,10,7
0,2,4,12,0,0,7
0,2,4,9,0,0,7
4,2,4,20,3,12,7
0,1,4,17,1,11,7
3,2,18,20,6,11,7
3,5,18,13,0,0,7
0,2,18,10,0,0,7
0,2,18,8,0,0,7
0,2,18,7,0,0,7
0,2,46,20,1,13,7
0,2,5,15,0,0,7
0,2,5,14,0,0,7
3,1,5,13,0,0,7
0,2,5,5,0,0,7
6,1,5,18,3,9,7
3,2,5,17,8,6,7
0,2,13,12,0,0,7
0,2,1,5,0,0,7
2,1,36,23,1,11,7
1,2,21,18,1,11,7
0,2,36,18,7,12,7
1,2,21,17,7,10,7
1,1,28,15,0,0,7
0,2,28,10,0,0,7
0,2,48,11,0,0,7
1,2,28,9,0,0,7
0,2,28,5,0,0,7
0,2,6,16,7,11,7
2,1,6,17,1,11,7
1,2,6,15,0,0,7
0,1,26,16,7,10,7
2,1,26,18,1,12,7
0,2,26,16,7,9,7
3,1,26,17,1,10,7
2,4,5,20,1,13,7
0,2,5,9,0,0,7
0,2,51,9,0,0,7
4,1,51,17,3,12,7
4,4,51,16,7,9,7
0,2,25,10,0,0,7
0,2,25,8,0,0,7
0,2,25,5,0,0,7
3,2,39,22,1,12,7
2,2,39,21,1,12,7
0,1,39,19,1,13,7
4,1,39,16,7,9,7
1,1,39,16,7,8,7
0,2,39,10,0,0,7
1,1,39,9,0,0,7
0,2,0,0,0,0,7
0,4,39,11,0,0,7
0,2,39,9,0,0,7
0,2,42,22,1,14,7
0,2,34,18,3,11,7
2,1,42,19,7,12,7
0,2,42,10,0,0,7
2,1,42,21,7,15,7
5,2,4,18,1,8,7
2,2,19,15,0,0,7
0,2,4,13,0,0,7
2,2,4,12,0,0,7
0,2,19,6,0,0,7
0,2,12,5,0,0,7
0,2,49,16,1,9,7
0,2,49,12,0,0,7
0,2,49,10,0,0,7
2,1,48,21,0,0,7
0,2,53,8,0,0,7
1,2,39,22,7,12,7
3,4,39,20,3,11,7
3,1,39,19,6,12,7
0,2,40,16,1,10,7
1,2,40,15,0,0,7
0,2,40,13,0,0,7
0,2,40,8,0,0,7
0,2,34,5,0,0,7
1,2,39,11,0,0,7
0,2,39,7,0,0,7
0,2,39,6,0,0,7
2,2,29,15,0,0,7
0,2,51,11,0,0,7
0,2,51,5,0,0,7
0,1,47,19,1,13,7
2,1,12,18,1,9,7
0,2,41,6,0,0,7
4,2,42,21,3,12,7
0,5,42,11,0,0,7
0,2,4,5,0,0,7
0,2,18,17,7,11,7
0,2,18,14,0,0,7
2,1,18,20,6,12,7
0,1,18,16,1,10,7
1,2,18,11,0,0,7
1,1,36,22,0,0,7
0,2,13,19,0,0,7
0,2,9,18,7,11,7
0,2,25,16,7,10,7
0,2,13,10,0,0,7
1,1,12,15,0,0,7
0,2,36,15,0,0,7
0,2,29,12,0,0,7
2,1,47,22,1,12,7
1,2,47,14,0,0,7
1,2,5,13,0,0,7
0,1,49,10,0,0,7
0,1,49,7,0,0,7
2,1,49,20,1,12,7
0,2,49,16,7,10,7
0,2,49,11,0,0,7
0,2,17,11,0,0,7
2,1,55,20,3,14,7
0,4,12,16,7,9,7
0,2,25,21,0,0,7
3,2,25,17,7,10,7
0,2,6,8,0,0,7
1,2,39,13,0,0,7
0,2,39,6,0,0,7
1,1,31,16,7,10,7
5,4,39,19,1,12,7
3,5,39,14,0,0,7
0,2,39,6,0,0,7
0,2,42,22,0,0,7
1,1,1,19,7,14,7
2,1,1,17,7,11,7
0,1,1,13,0,0,7
0,1,18,12,0,0,7
0,1,39,13,0,0,7
0,2,39,11,0,0,7
0,2,36,10,0,0,7
0,2,12,11,0,0,7
0,2,13,6,0,0,7
0,2,36,22,1,16,7
2,1,42,20,7,14,7
0,5,12,22,1,15,7
0,2,42,12,0,0,7
0,2,42,13,0,0,7
0,2,6,7,0,0,7
0,2,6,0,0,0,7
2,2,40,18,0,0,7
0,2,53,7,0,0,7
0,2,53,21,0,0,7
0,2,53,6,0,0,7
0,2,53,5,0,0,7
0,2,53,5,0,0,7
0,2,53,13,0,0,7
0,2,53,12,0,0,7
0,2,53,10,0,0,7
0,2,53,5,0,0,7
0,2,42,10,0,0,7
0,2,42,8,0,0,7
0,2,42,5,0,0,7
2,1,34,21,0,0,7
0,2,25,17,1,11,7
0,2,25,16,7,10,7
0,2,25,7,0,0,7
0,2,42,9,0,0,7
0,2,5,7,0,0,7
0,2,51,13,0,0,7
3,1,51,18,1,11,7
0,1,25,22,1,16,7
0,2,24,7,0,0,7
0,1,0,16,7,9,7
0,2,34,11,0,0,7
1,2,34,10,0,0,7
0,2,36,7,0,0,7
0,2,42,13,0,0,7
0,2,25,15,0,0,7
2,1,5,20,1,11,7
1,2,5,10,0,0,7
0,2,5,8,0,0,7
0,2,21,6,0,0,7
0,2,5,7,0,0,7
0,1,22,10,0,0,7
0,2,22,10,0,0,7
3,1,39,20,1,14,7
0,2,5,7,0,0,7
6,2,48,17,1,9,7
3,2,48,13,0,0,7
0,2,48,6,0,0,7
2,1,48,15,0,0,7
2,2,48,12,0,0,7
0,2,48,10,0,0,7
0,2,48,7,0,0,7
0,2,48,6,0,0,7
0,2,39,16,7,10,7
0,2,20,7,0,0,7
4,1,46,20,1,12,7
2,3,46,18,7,12,7
3,2,46,17,7,11,7
0,2,46,7,0,0,7
0,2,46,6,0,0,7
0,2,51,11,0,0,7
0,2,51,8,0,0,7
0,2,51,10,0,0,7
0,2,51,9,0,0,7
2,1,25,21,1,14,7
2,1,25,18,1,11,7
0,2,25,11,0,0,7
1,2,17,17,7,11,7
0,2,17,13,0,0,7
0,2,17,18,7,12,7
0,2,17,16,7,9,7
0,2,6,17,7,11,7
2,2,6,11,0,0,7
2,2,18,22,1,13,7
0,1,19,13,0,0,7
3,1,5,20,0,0,7
1,4,48,14,0,0,7
0,1,48,23,1,17,7
0,2,40,8,0,0,7
0,2,5,5,0,0,7
1,1,20,16,7,10,7
0,2,2,10,0,0,7
0,1,29,6,0,0,7
0,2,25,20,0,0,7
4,1,12,22,3,10,7
0,2,27,11,0,0,7
0,2,27,7,0,0,7
2,4,19,22,1,14,7
1,2,17,20,0,0,7
3,1,19,22,1,14,7
0,2,31,17,7,11,7
3,1,6,19,1,13,7
1,4,17,20,6,12,7
0,2,26,9,0,0,7
0,2,8,5,0,0,7
0,2,0,0,0,0,7
0,1,0,0,0,0,7
1,2,13,17,6,10,7
0,2,13,14,0,0,7
0,2,13,8,0,0,7
3,1,13,22,1,12,7
4,2,13,21,1,12,7
1,4,12,21,1,12,7
0,2,12,15,0,0,7
2,4,26,23,1,16,7
2,1,26,21,1,12,7
0,2,26,19,1,12,7
0,2,26,12,0,0,7
1,1,26,15,0,0,7
1,2,26,13,0,0,7
0,2,26,12,0,0,7
0,2,26,10,0,0,7
0,2,4,8,0,0,7
0,2,26,5,0,0,7
0,1,37,12,0,0,7
1,2,22,15,0,0,7
2,2,28,16,7,8,7
0,1,8,13,0,0,7
1,2,5,17,7,11,7
0,2,5,8,0,0,7
0,1,49,19,3,14,7
0,1,32,15,0,0,7
0,2,32,13,0,0,7
0,2,47,7,0,0,7
3,1,12,21,1,12,7
0,2,6,15,0,0,7
0,1,6,19,0,0,7
0,2,18,11,0,0,7
1,1,19,23,1,14,7
2,4,31,19,1,13,7
1,1,19,20,7,13,7
0,2,31,16,7,10,7
0,2,31,7,0,0,7
0,2,31,5,0,0,7
2,1,48,23,1,14,7
0,2,48,19,1,13,7
0,2,29,8,0,0,7
2,1,18,20,1,14,7
0,2,39,12,0,0,7
3,2,12,23,1,12,7
0,2,12,6,0,0,7
0,2,21,12,0,0,7
3,4,17,23,0,0,7
3,2,17,16,7,10,7
0,2,36,13,0,0,7
0,2,36,10,0,0,7
0,2,25,14,0,0,7
2,1,36,22,0,0,7
2,1,36,21,1,13,7
1,1,36,14,0,0,7
0,2,36,19,6,12,7
0,2,36,17,7,11,7
0,2,36,15,0,0,7
0,2,36,11,0,0,7
0,2,36,10,0,0,7
1,2,13,20,0,0,7
0,2,36,15,0,0,7
0,2,36,19,1,12,7
0,1,36,15,0,0,7
0,2,12,6,0,0,7
0,2,17,12,0,0,7
0,2,17,10,0,0,7
1,2,17,18,3,12,7
4,1,17,22,1,8,7
1,1,17,12,0,0,7
0,2,17,16,5,10,7
0,2,26,17,7,11,7
0,1,24,19,1,14,7
0,2,12,11,0,0,7
0,2,12,7,0,0,7
2,1,12,18,3,12,7
0,2,12,13,0,0,7
0,2,12,12,0,0,7
0,2,48,21,0,0,7
0,2,48,13,0,0,7
0,1,48,14,0,0,7
0,2,48,12,0,0,7
3,2,48,17,7,11,7
0,2,48,12,0,0,7
0,2,48,9,0,0,7
2,4,8,23,1,17,7
1,1,8,20,7,15,7
0,1,8,19,1,13,7
0,5,6,21,7,12,7
1,2,49,14,0,0,7
1,2,49,12,0,0,7
0,2,53,12,0,0,7
0,2,0,0,0,0,7
0,2,0,0,0,0,7
0,2,6,18,1,11,7
0,2,6,8,0,0,7
0,2,6,5,0,0,7
0,2,6,15,0,0,7
0,2,6,8,0,0,7
0,1,0,0,0,0,7
0,2,0,0,0,0,7
0,1,6,18,7,13,7
0,2,6,13,0,0,7
0,2,6,13,0,0,7
1,1,6,22,7,16,7
2,5,6,9,0,0,7
0,2,4,12,0,0,7
0,2,6,9,0,0,7
0,2,6,13,0,0,7
0,2,6,11,0,0,7
2,2,6,16,7,11,7
0,1,6,11,0,0,7
0,2,6,13,0,0,7
0,2,6,16,7,9,7
0,2,6,16,7,9,7
0,2,6,13,0,0,7
3,1,48,19,1,13,7
0,2,55,9,0,0,7
0,2,55,6,0,0,7
1,1,55,12,0,0,7
0,2,55,17,7,10,7
2,2,55,15,0,0,7
0,2,55,8,0,0,7
0,2,12,16,7,9,7
0,2,12,21,1,14,7
0,2,12,20,0,0,7
0,2,12,6,0,0,7
2,2,12,9,0,0,7
0,2,48,5,0,0,7
2,1,48,20,0,0,7
0,2,48,17,7,10,7
0,2,48,11,0,0,7
0,2,48,23,5,10,7
0,2,48,10,0,0,7
3,2,48,21,1,16,7
0,2,48,15,0,0,7
0,2,48,6,0,0,7
0,2,4,11,0,0,7
2,2,4,20,1,12,7
0,1,0,0,0,0,7
0,2,0,0,0,0,7
0,2,6,20,0,0,7
0,2,6,8,0,0,7
1,1,6,22,0,0,7
0,2,6,11,0,0,7
0,2,6,15,0,0,7
1,2,6,20,7,14,7
2,2,6,22,1,15,7
0,1,6,15,0,0,7
0,2,6,12,0,0,7
0,2,6,11,0,0,7
2,1,6,15,0,0,7
0,2,6,8,0,0,7
2,2,6,20,1,12,7
0,2,6,16,7,98,7
0,2,6,15,0,0,7
0,2,6,11,0,0,7
0,2,6,5,0,0,7
0,2,6,0,0,0,7
0,2,6,18,7,13,7
3,1,6,22,1,12,7
0,1,6,15,0,0,7
0,2,6,13,0,0,7
0,2,6,11,0,0,7
0,2,6,5,0,0,7
1,2,20,16,7,9,7
2,1,6,20,1,14,7
1,2,6,18,7,11,7
0,2,6,5,0,0,7
0,2,0,0,0,0,7
