TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
4,1,1,1,1,,,,,3,5120,30,5,0,1,0,0,9999,2,3,2,2945,2,30,4,0,0,0,3,2,8021,2,30,5,0,0,4,2,2121,2,30,6,0,0,5902,2,30,7,0,0,12713,2,30,8,0,0,8191,2,30,9,0,0,2861,2,30,10,0,0,5919,2,30,11,0,0,3001,2,30,13,0,0,7125,2,30,16,7,10,7068,2,30,18,3,11,1621,2,30,19,1,12,4000,5,472,0,605,1,10,21,1,13,0,4,392,0,1715,1,10,23,3,12,0,3,472,0,6386,1,10,25,3,12,0,2,425,0,5598,1,10,27,3,12,0,,,,8022,1,10,30,3,12,0,,,,9539,1,10,32,1,12,0,,,,4366,1,10,34,1,12,0,,,
3,,1,1,1,,,,,3,5120,31,5,0,1,2,0,9999,2,3,2,1773,2,30,4,0,0,0,3,3,6525,3,30,5,0,0,4,3,2562,3,30,6,0,0,6975,3,30,7,0,0,12715,3,30,8,0,0,6560,3,30,9,0,0,556,3,30,10,0,0,3414,3,30,11,0,0,1715,3,30,13,0,0,7142,3,30,15,0,0,6860,3,33,17,1,12,0,0,0,0,0,0,0,,,,765,3,33,21,1,14,26000,4,516,0,2593,3,33,23,1,14,36000,3,500,0,6292,3,33,25,1,14,35000,2,516,0,5622,1,10,27,1,14,0,,,,1098,1,10,29,1,14,0,,,,8540,1,10,32,1,15,0,,,,4458,1,10,34,1,15,0,,,
4,,,,,1,1,1,1,3,5120,33,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,8245,0,0,0,0,0,12716,0,0,0,0,0,6262,0,0,0,0,0,737,3,60,1,0,0,1600,3,60,1,0,0,4146,2,30,3,0,0,7306,2,30,6,0,0,6270,3,33,8,0,0,7058,3,33,10,0,0,0,,,,1555,3,33,11,0,0,0,,,,6886,3,33,14,0,0,0,,,,8240,3,33,16,7,11,0,,,,8625,3,33,18,7,12,0,2,0,0,8793,2,30,20,7,14,0,2,415,0,7488,2,30,22,3,14,4320,2,5620,0,3997,2,30,23,3,14,11000,2,0,0
2,,,,,,,1,1,3,5120,34,0,0,1,0,0,9999,2,3,2,1773,0,0,0,0,0,0,3,1,4902,0,0,0,0,0,4,1,1669,0,0,0,0,0,5664,0,0,0,0,0,12714,0,0,0,0,0,6895,0,0,0,0,0,2411,0,0,0,0,0,5972,0,0,0,0,0,2795,3,30,1,0,0,7124,3,30,3,0,0,662,2,30,5,0,0,177,2,30,7,0,0,0,,,,402,2,30,9,0,0,0,,,,970,2,30,11,0,0,0,,,,6232,2,30,13,0,0,0,,,,4007,2,30,15,0,0,0,,,,749,2,30,17,7,11,0,,,,4809,51,30,19,1,12,8580,2,5310,0,3913,51,30,21,0,0,0,2,3655,0
2,,,,,,,1,1,3,5120,35,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,8245,0,0,0,0,0,12716,0,0,0,0,0,6262,0,0,0,0,0,6271,0,0,0,0,0,2158,0,0,0,0,0,1714,4,30,1,0,0,5119,4,30,3,0,0,751,3,30,5,0,0,876,3,30,7,0,0,0,,,,5709,3,30,9,0,0,0,,,,5404,3,30,11,0,0,0,,,,7886,2,30,13,0,0,0,,,,6987,2,30,15,0,0,0,,,,7678,2,30,17,7,12,0,,,,4731,3,30,19,1,12,34000,2,5000,0,4324,2,30,21,1,12,22000,2,4220,0
2,,,,,,,1,1,3,5120,36,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,8245,0,0,0,0,0,12716,0,0,0,0,0,6262,0,0,0,0,0,737,0,0,0,0,0,1600,0,0,0,0,0,4146,3,30,1,0,0,7306,3,30,2,0,0,6270,4,30,4,0,0,7058,4,30,6,0,0,0,,,,1555,4,30,8,0,0,0,,,,6886,4,30,10,0,0,0,,,,8240,4,30,12,0,0,0,,,,8625,4,30,14,0,0,0,,,,8793,3,30,16,7,9,0,,,,7488,3,30,18,7,11,0,2,4020,0,3997,3,30,20,3,12,0,2,4430,0
1,,,,,,,,1,3,5120,37,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,8245,0,0,0,0,0,12716,0,0,0,0,0,6262,0,0,0,0,0,6271,0,0,0,0,0,2158,0,0,0,0,0,1714,0,0,0,0,0,5119,6,30,2,0,0,751,5,30,3,0,0,876,4,30,5,0,0,0,,,,5709,4,30,8,0,0,0,,,,5404,4,30,10,0,0,0,,,,7886,3,30,12,0,0,0,,,,6987,3,30,14,0,0,0,,,,7678,3,30,16,7,10,0,,,,4731,2,30,17,7,11,0,,,,3994,3,30,19,5,12,0,2,4700,0
3,1,1,1,,,,,,3,5126,35,5,0,2,0,0,9999,2,3,3,1265,3,60,5,0,0,0,3,3,6059,3,60,7,0,0,4,3,5688,3,60,8,0,0,4041,3,60,9,0,0,7421,3,60,10,0,0,7117,3,60,10,0,0,5333,3,60,11,0,0,3027,3,60,12,0,0,3035,2,60,14,0,0,4113,2,60,17,7,10,4137,2,60,19,7,11,1099,2,60,20,3,12,0,5,460,0,3997,2,60,22,3,12,7700,4,562,0,697,2,60,24,3,11,7189,3,451,0,2750,81,60,26,0,11,12016,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
2,,,,,,,1,1,3,5126,36,0,0,2,0,0,9999,2,3,3,1265,0,0,0,0,0,0,3,3,6059,0,0,0,0,0,4,3,5688,0,0,0,0,0,4041,0,0,0,0,0,7421,0,0,0,0,0,7117,0,0,0,0,0,5333,0,0,0,0,0,3027,0,0,0,0,0,3035,0,0,0,0,0,4113,4,65,1,0,0,6383,2,30,3,0,0,1032,2,30,5,0,0,0,,,,4038,2,30,7,0,0,0,,,,760,2,30,9,0,0,0,,,,1885,2,30,11,0,0,0,,,,2169,2,30,13,0,0,0,,,,6637,2,30,15,0,0,0,,,,8860,2,30,18,7,11,800,2,4110,0,2437,2,30,19,3,11,0,2,3930,0
1,,,,,,,,1,3,5126,37,0,0,2,0,0,9999,2,3,3,1265,0,0,0,0,0,0,3,3,6059,0,0,0,0,0,4,3,5688,0,0,0,0,0,4041,0,0,0,0,0,7421,0,0,0,0,0,7117,0,0,0,0,0,5333,0,0,0,0,0,3027,0,0,0,0,0,5369,0,0,0,0,0,5408,2,30,1,0,0,4237,2,30,2,0,0,4714,2,30,4,0,0,0,,,,4157,2,30,6,0,0,0,,,,766,2,30,8,0,0,0,,,,1924,2,30,10,0,0,0,,,,2771,2,30,12,0,0,0,,,,6733,2,30,14,0,0,0,,,,9015,2,30,16,7,10,0,,,,2541,2,30,18,3,12,0,2,0,0
2,,,,1,,1,,,3,5133,33,5,0,1,2,0,9999,2,3,3,572,0,0,0,0,0,0,3,3,798,0,0,0,0,0,4,4,9234,4,30,1,0,0,6632,4,30,1,0,0,7428,4,30,2,0,0,8619,4,30,3,0,0,738,3,30,4,0,0,1267,2,30,5,0,0,6500,2,30,7,0,0,6971,2,30,10,0,0,1478,2,30,11,0,0,4167,2,30,13,0,0,0,,,,4699,2,30,15,0,0,0,,,,476,2,30,17,7,10,500,,,,3397,2,30,19,7,10,765,2,962,0,2228,2,30,21,7,10,0,,,,3956,3,30,23,3,10,0,2,962,0,519,51,30,25,8,10,13000,,,,719,3,33,27,0,0,0,,,
3,,,,,,1,1,1,3,5133,34,0,0,1,1,0,9999,2,3,3,572,0,0,0,0,0,0,3,3,798,0,0,0,0,0,4,4,9234,0,0,0,0,0,6632,0,0,0,0,0,7428,0,0,0,0,0,8619,5,60,1,0,0,738,4,60,1,0,0,5760,3,30,2,0,0,6170,2,30,4,0,0,2479,2,30,6,0,0,5194,2,30,8,0,0,5585,2,30,10,0,0,0,,,,2690,2,30,12,0,0,0,,,,7237,2,30,14,0,0,0,,,,0,0,0,0,0,0,0,,,,3353,2,30,18,3,9,0,,,,4645,1,10,20,3,11,0,2,0,0,970,1,10,22,3,11,0,2,4250,0,153,1,10,24,1,11,0,2,6260,0
3,,,,,,1,1,1,3,5133,35,0,0,2,1,0,9999,2,3,3,572,0,0,0,0,0,0,3,3,798,0,0,0,0,0,4,4,9234,0,0,0,0,0,6632,0,0,0,0,0,7428,0,0,0,0,0,8619,0,0,0,0,0,738,0,0,0,0,0,5760,4,30,1,0,0,6170,3,30,2,0,0,2479,3,30,4,0,0,5194,3,30,6,0,0,5585,3,30,8,0,0,0,,,,2690,3,30,10,0,0,0,,,,7237,3,30,12,0,0,0,,,,0,0,0,0,0,0,0,,,,3353,3,30,16,7,8,0,,,,4793,1,10,18,1,11,0,2,472,0,974,2,22,20,1,11,0,2,3945,0,144,2,22,22,1,11,0,2,4600,0
2,1,,1,,,,,,3,5136,39,5,0,1,0,0,9999,2,3,2,504,2,30,4,0,0,0,3,2,3355,2,30,5,0,0,4,3,7805,2,30,6,0,0,10078,2,30,7,0,0,12724,2,30,8,0,0,9006,2,30,9,0,0,3237,2,30,10,0,0,1795,2,30,11,0,0,4254,2,30,13,0,0,4345,3,33,15,0,0,7579,3,30,17,1,10,822,3,30,19,1,11,5000,5,402,0,6257,51,30,21,0,0,0,,,,3299,1,10,23,1,12,0,3,562,0,0,0,0,0,0,0,0,,,,7979,1,10,27,1,12,0,,,,6271,1,10,29,1,12,0,,,,2064,1,10,31,1,12,0,,,,1519,1,10,33,1,12,0,,,
6,,,1,1,1,1,1,1,3,5136,40,5,0,1,0,0,9999,2,3,1,7256,0,0,0,0,0,0,3,1,7189,0,0,0,0,0,4,2,7469,2,30,1,0,0,10055,2,30,1,0,0,12729,2,30,2,0,0,7752,2,30,3,0,0,8071,2,30,4,0,0,934,2,30,5,0,0,3314,2,30,7,0,0,2982,2,30,9,0,0,3396,2,30,11,0,0,3412,2,30,13,0,0,0,,,,3671,2,30,15,0,0,0,,,,459,2,30,17,3,11,0,3,562,0,3791,4,30,19,3,12,0,2,964,0,5151,3,30,21,1,12,3000,2,476,0,1957,2,40,23,1,12,10000,2,405,0,1342,2,40,25,1,12,45000,2,4050,0,1996,2,40,27,3,12,30000,2,4050,0
5,,,,1,1,1,1,1,3,5136,41,5,0,1,0,0,9999,2,3,1,7256,0,0,0,0,0,0,3,1,7189,0,0,0,0,0,4,2,7469,0,0,0,0,0,10055,3,30,1,0,0,12729,3,30,1,0,0,7752,3,30,2,0,0,8071,3,30,3,0,0,934,3,30,3,0,0,3314,3,30,5,0,0,2982,3,30,8,0,0,3396,3,30,10,0,0,3412,3,30,12,0,0,0,,,,3671,3,30,14,0,0,0,,,,459,3,30,15,0,0,0,,,,3791,2,30,18,7,11,0,2,451,0,5742,1,10,20,5,12,0,2,0,0,1957,1,10,21,3,12,0,2,451,0,1342,1,10,24,1,12,0,2,4520,0,1996,1,10,26,1,12,0,2,4510,0
5,,,,1,1,1,1,1,3,5136,42,0,0,2,3,0,9999,2,3,5,148,0,0,0,0,0,0,3,4,7120,0,0,0,0,0,4,4,4120,0,0,0,0,0,10071,0,0,0,0,0,16864,4,60,1,0,0,9153,4,60,1,0,0,6349,4,60,2,0,0,4815,4,60,3,0,0,4977,4,60,5,0,0,4432,3,60,7,0,0,6629,2,30,9,0,0,1345,2,30,11,0,0,0,,,,6833,2,30,13,0,0,450,,,,2854,2,30,15,0,0,0,,,,2022,2,30,17,7,11,0,2,451,0,4456,1,10,19,3,11,0,2,0,0,5245,2,22,21,1,11,0,2,422,0,2284,1,10,23,3,11,0,2,4510,0,1404,1,10,25,3,11,0,2,4510,0
2,,,,,,,1,1,3,5136,44,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10173,0,0,0,0,0,12732,0,0,0,0,0,7480,0,0,0,0,0,3238,0,0,0,0,0,4034,0,0,0,0,0,6880,4,60,1,0,0,5329,4,60,1,0,0,3651,4,60,3,0,0,1557,3,60,5,0,0,0,,,,2981,2,30,7,0,0,0,,,,1213,2,30,9,0,0,0,,,,1869,2,30,11,0,0,0,,,,4509,2,30,13,0,0,0,,,,3742,2,30,15,0,0,0,,,,2015,2,30,17,1,12,1500,2,4760,0,2064,2,30,19,1,13,4700,2,5860,0
1,,,,,,,,1,3,5136,45,0,0,1,0,0,9999,2,3,3,613,0,0,0,0,0,0,3,3,4301,0,0,0,0,0,4,3,2782,0,0,0,0,0,10073,0,0,0,0,0,12723,0,0,0,0,0,8721,0,0,0,0,0,3239,0,0,0,0,0,5745,0,0,0,0,0,3508,0,0,0,0,0,4431,5,60,1,0,0,6809,4,60,3,0,0,1855,4,60,4,0,0,0,,,,7835,2,30,7,0,0,0,,,,2196,3,33,8,0,0,0,,,,2646,2,30,10,0,0,0,,,,2781,2,30,12,0,0,0,,,,4001,2,30,14,0,0,0,,,,1711,2,30,16,7,10,0,,,,1688,2,30,18,7,12,0,2,5620,0
4,1,1,1,1,,,,,3,5136,180,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10173,3,30,9,0,0,12732,3,30,10,0,0,7480,3,30,11,0,0,3238,3,30,11,0,0,4034,3,30,12,0,0,6880,2,30,15,0,0,5329,2,30,17,1,11,3651,2,30,19,1,12,6454,1,10,21,1,15,0,5,5,0,1089,1,10,22,1,15,0,4,524,0,797,1,10,24,1,17,0,3,500,0,1940,2,22,26,1,16,0,2,500,0,3516,1,10,28,1,17,0,,,,3869,1,10,31,1,17,0,,,,1417,1,10,32,1,17,0,,,,1589,1,10,34,1,17,0,,,
4,1,1,1,1,,,,,3,5136,181,0,0,2,1,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10173,4,30,8,0,0,12732,4,30,9,0,0,7480,4,30,9,0,0,3238,4,30,10,0,0,4034,4,30,11,0,0,6880,3,30,14,0,0,5329,3,30,15,0,0,3651,3,30,17,1,11,1557,2,30,19,7,13,6000,5,570,0,2981,1,10,21,1,15,0,4,570,0,1213,1,10,23,1,17,0,3,500,0,1869,1,10,25,1,17,0,2,13,0,4509,1,10,27,1,17,0,,,,3742,1,10,29,1,17,0,,,,2015,1,10,31,1,17,0,,,,2064,1,10,33,1,17,0,,,
5,1,1,1,1,1,,,,3,5142,33,5,0,1,0,0,9999,2,3,4,516,4,30,3,0,0,0,3,4,6518,4,30,5,0,0,4,4,7470,4,30,6,0,0,1873,4,30,7,0,0,12739,3,30,8,0,0,7565,3,30,9,0,0,2127,3,30,9,0,0,2645,3,30,10,0,0,4587,3,30,13,0,0,5242,3,30,15,0,0,5071,2,30,17,3,11,4019,2,30,19,3,12,200,5,0,0,7695,2,30,21,3,12,3600,4,0,0,6005,2,30,23,3,12,0,3,0,0,61,2,30,24,3,12,0,2,292,0,3324,2,30,27,3,12,9578,2,561,0,7344,1,10,29,1,12,0,,,,3179,1,10,31,1,12,0,,,,8121,1,10,33,1,12,0,,,
5,1,1,1,1,1,,,,3,5142,34,5,0,1,0,1,2016,1,3,5,441,4,30,3,0,0,0,3,5,7317,4,30,4,0,0,4,5,1663,4,30,5,0,0,1866,4,30,6,0,0,12737,4,30,7,0,0,7096,4,30,8,0,0,1787,4,30,9,0,0,307,4,30,10,0,0,910,4,30,12,0,0,4822,4,30,14,0,0,2701,4,30,16,7,9,1067,3,30,18,7,11,0,5,900,0,2040,51,30,20,0,0,0,4,281,0,310,52,30,22,0,0,0,3,283,0,869,3,30,24,3,16,10000,2,510,0,5588,1,10,26,1,16,0,2,584,0,1926,1,10,28,1,16,0,,,,2692,1,10,30,1,16,0,,,,5928,1,10,32,1,16,0,,,
5,,,1,1,1,1,1,,3,5142,35,5,0,2,1,1,2015,1,3,5,441,5,30,1,0,0,0,3,5,7317,5,30,1,0,0,4,5,1663,5,30,2,0,0,1866,5,30,3,0,0,12737,5,30,4,0,0,7096,5,30,5,0,0,1787,5,30,6,0,0,307,5,30,7,0,0,910,5,30,9,0,0,4822,5,30,11,0,0,2701,5,30,13,0,0,1067,4,30,15,0,0,0,,,,2040,3,30,17,7,10,0,,,,310,51,30,19,7,12,3000,3,999,0,869,51,30,21,0,0,0,2,540,0,5272,1,10,23,1,16,0,2,512,0,2967,1,10,25,1,16,0,2,512,0,2574,2,20,27,1,16,0,2,5120,0,5820,2,20,29,1,16,0,,,
4,,,1,1,1,1,,,3,5145,34,5,0,1,2,0,9999,2,3,1,4071,0,0,0,0,0,0,3,2,7088,2,30,1,0,0,4,2,8258,2,30,1,0,0,8037,2,30,2,0,0,12740,2,30,3,0,0,9223,2,30,4,0,0,4093,2,30,5,0,0,1053,2,30,6,0,0,123,2,30,8,0,0,1249,2,30,10,0,0,2645,2,30,12,0,0,476,2,30,14,0,0,0,,,,4848,2,30,16,3,10,0,,,,490,2,30,18,7,11,0,3,425,0,570,2,30,20,3,12,825,2,425,0,1630,2,30,22,1,12,3866,2,880,0,2936,2,30,24,3,12,12000,2,626,0,27,2,30,26,1,12,19000,,,,4212,2,30,28,3,12,11000,,,
4,,,,1,1,1,1,,3,5145,35,5,0,1,0,0,9999,2,3,1,4071,0,0,0,0,0,0,3,2,7088,0,0,0,0,0,4,2,8258,0,0,0,0,0,8037,3,30,1,0,0,12740,3,30,1,0,0,9223,3,30,2,0,0,4093,3,30,3,0,0,1053,3,30,4,0,0,123,3,30,6,0,0,1249,3,30,8,0,0,2645,3,30,10,0,0,476,3,30,12,0,0,0,,,,4848,3,30,14,0,0,0,,,,490,3,30,16,7,9,0,,,,570,3,30,18,7,11,0,2,472,0,1630,51,30,20,0,0,0,2,770,0,4708,1,10,22,1,15,0,2,495,0,814,1,10,24,6,15,0,2,6260,0,4125,1,10,26,1,15,0,,,
2,,,,,,,1,1,3,5145,36,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,8269,0,0,0,0,0,12743,0,0,0,0,0,9223,0,0,0,0,0,4093,0,0,0,0,0,1053,0,0,0,0,0,5403,2,30,1,0,0,1868,2,30,3,0,0,3295,2,30,5,0,0,6298,2,30,7,0,0,0,,,,5144,2,30,9,0,0,0,,,,2216,2,30,11,0,0,0,,,,1408,2,30,13,0,0,0,,,,1726,2,30,15,0,0,0,,,,6717,2,30,17,7,11,0,,,,272,2,30,19,7,12,0,2,9620,0,4456,1,10,22,1,14,0,2,9140,0
5,1,1,1,1,1,,,,3,5154,39,5,0,2,2,0,9999,2,3,9,443,5,30,2,0,0,0,3,9,2727,5,30,4,0,0,4,6,8517,3,30,5,0,0,5232,3,30,6,0,0,16458,2,30,7,0,0,6835,2,30,8,0,0,3640,2,30,8,0,0,920,2,30,9,0,0,1507,2,30,11,0,0,4875,2,30,14,0,0,1239,2,30,15,0,0,5544,2,30,18,8,12,0,5,406,0,5974,1,10,20,2,13,0,4,460,0,1480,1,10,22,3,13,0,3,512,0,1664,1,10,23,7,13,0,2,562,0,3898,1,10,26,1,14,0,2,552,0,4720,1,10,28,1,14,0,,,,7227,1,10,30,1,14,0,,,,8035,1,10,32,1,14,0,,,
5,,1,1,1,1,1,,,3,5154,41,5,0,1,6,0,9999,2,3,9,443,8,60,2,0,0,0,3,9,2727,8,60,2,0,0,4,6,8517,4,60,3,0,0,5232,4,60,4,0,0,16458,3,30,6,0,0,6835,3,30,6,0,0,3640,3,30,7,0,0,920,3,30,8,0,0,1507,3,30,10,0,0,4875,3,30,12,0,0,1239,3,30,14,0,0,5544,3,30,16,7,9,0,,,,5396,2,30,18,3,12,2800,4,570,0,1045,3,33,20,7,13,7189,3,232,0,7574,1,10,22,3,15,0,2,972,0,4903,1,10,24,1,15,0,2,392,0,7531,1,10,26,1,15,0,2,392,0,7674,1,10,28,1,15,0,,,,6298,1,10,30,1,15,0,,,
2,,,,,,,1,1,3,5154,43,0,0,2,2,1,2016,1,3,3,6916,0,0,0,0,0,0,3,3,4942,0,0,0,0,0,4,1,9298,0,0,0,0,0,5383,0,0,0,0,0,12754,5,60,1,0,0,6836,5,60,1,0,0,5176,2,30,2,0,0,162,2,30,3,0,0,1506,2,30,5,0,0,5102,2,30,7,0,0,428,2,30,9,0,0,7649,2,30,11,0,0,0,,,,7239,2,30,13,0,0,0,,,,1874,2,30,15,0,0,0,,,,1486,2,30,17,7,10,0,,,,5733,1,10,19,3,11,0,,,,6559,1,10,21,1,12,0,,,,8394,2,20,23,6,12,0,2,5010,0,4606,2,20,25,6,12,0,2,5240,0
2,,,,,1,,1,,3,5154,44,0,0,2,0,0,9999,2,3,3,6916,0,0,0,0,0,0,3,3,4942,0,0,0,0,0,4,1,9298,0,0,0,0,0,5383,0,0,0,0,0,12754,0,0,0,0,0,6836,6,60,1,0,0,5176,3,30,1,0,0,162,3,30,1,0,0,1506,3,30,3,0,0,5102,3,30,6,0,0,428,3,30,7,0,0,7649,3,30,10,0,0,0,,,,7239,3,30,12,0,0,0,,,,1874,3,30,14,0,0,0,,,,1486,3,30,15,0,0,0,,,,4410,2,30,18,7,11,0,2,460,0,6037,1,10,20,1,12,0,,,,8579,1,10,22,1,12,0,2,1050,0,6276,1,10,24,1,12,0,,,
1,,,,,,1,,,3,5154,45,0,0,1,0,0,9999,2,3,2,442,0,0,0,0,0,0,3,2,2737,0,0,0,0,0,4,2,8516,0,0,0,0,0,5381,0,0,0,0,0,12755,0,0,0,0,0,7572,0,0,0,0,0,5175,3,30,1,0,0,163,3,30,1,0,0,1505,3,30,3,0,0,4821,3,30,6,0,0,1248,3,30,7,0,0,5077,3,30,10,0,0,0,,,,6882,2,30,12,0,0,0,,,,1028,2,30,13,0,0,0,,,,1320,2,30,15,0,0,0,,,,4621,6,40,17,7,9,0,,,,4553,51,40,20,0,0,0,2,0,0,5720,51,40,22,0,0,0,,,,6960,51,40,23,0,0,0,,,
3,,,,,,1,1,1,3,5154,46,0,0,2,2,1,2014,5,3,3,6916,0,0,0,0,0,0,3,3,4942,0,0,0,0,0,4,6,8517,0,0,0,0,0,5383,0,0,0,0,0,12754,0,0,0,0,0,6836,0,0,0,0,0,5176,0,0,0,0,0,162,4,30,1,0,0,1506,4,30,2,0,0,5102,4,30,5,0,0,428,4,30,6,0,0,7649,4,30,9,0,0,0,,,,7239,4,30,11,0,0,0,,,,1874,4,30,13,0,0,0,,,,1486,4,30,15,0,0,0,,,,4410,3,30,17,7,10,3000,,,,6315,2,20,19,1,12,0,2,584,0,8076,1,10,21,1,12,0,2,7800,0,7396,1,10,23,1,12,0,2,4110,0
2,,,,,,,1,1,3,5154,47,0,0,2,1,0,9999,2,3,3,6916,0,0,0,0,0,0,3,3,4942,0,0,0,0,0,4,6,8517,0,0,0,0,0,5383,0,0,0,0,0,12754,0,0,0,0,0,6836,0,0,0,0,0,5176,0,0,0,0,0,162,0,0,0,0,0,1506,5,30,1,0,0,5102,5,30,3,0,0,428,5,30,5,0,0,7649,5,30,8,0,0,0,,,,7239,5,30,9,0,0,0,,,,1874,5,30,11,0,0,0,,,,1486,5,30,13,0,0,0,,,,4410,4,30,15,0,0,0,,,,5063,2,30,17,3,12,323,,,,8076,4,40,20,0,0,0,2,5240,0,4606,5,47,21,9,99,0,2,5510,0
1,,,,,,,,1,3,5154,48,0,0,1,0,0,9999,2,3,2,442,0,0,0,0,0,0,3,2,2737,0,0,0,0,0,4,2,8516,0,0,0,0,0,5381,0,0,0,0,0,12755,0,0,0,0,0,7572,0,0,0,0,0,5175,0,0,0,0,0,163,0,0,0,0,0,1505,0,0,0,0,0,4821,4,60,1,0,0,1248,4,60,2,0,0,5077,4,60,4,0,0,0,,,,7346,2,30,6,0,0,0,,,,1035,2,30,8,0,0,0,,,,1316,2,30,10,0,0,0,,,,4621,2,30,12,0,0,0,,,,4553,2,30,14,0,0,0,,,,5720,2,30,16,7,9,0,,,,6960,2,30,18,3,9,0,2,9999,0
1,,,,,,,,1,3,5154,51,0,0,1,0,0,9999,2,3,2,442,0,0,0,0,0,0,3,2,2737,0,0,0,0,0,4,2,8516,0,0,0,0,0,5381,0,0,0,0,0,12755,0,0,0,0,0,7572,0,0,0,0,0,5175,0,0,0,0,0,163,0,0,0,0,0,1505,0,0,0,0,0,4821,0,0,0,0,0,1248,6,60,1,0,0,5077,6,60,3,0,0,0,,,,7346,4,30,5,0,0,0,,,,1035,4,30,7,0,0,0,,,,1316,4,30,9,0,0,0,,,,4621,4,30,11,0,0,0,,,,4553,4,30,13,0,0,0,,,,5720,4,30,15,0,0,0,,,,6960,4,30,17,1,10,2500,2,4020,0
3,,,,,1,1,,1,3,5163,32,0,0,1,0,1,2015,4,3,4,804,0,0,0,0,0,0,3,5,1706,0,0,0,0,0,4,5,8627,0,0,0,0,0,5979,0,0,0,0,0,16696,3,30,1,0,0,9930,3,30,1,0,0,6707,3,30,2,0,0,2311,3,30,3,0,0,6247,3,30,5,0,0,6113,3,30,7,0,0,1952,3,30,9,0,0,2227,4,30,11,0,0,0,,,,5235,4,30,13,0,0,0,,,,8059,4,30,15,0,0,0,,,,4872,4,30,17,7,10,0,,,,7848,51,30,19,1,0,5200,2,981,0,8709,51,30,21,0,0,0,2,981,0,9279,1,10,23,1,12,0,,,,2467,1,10,25,1,12,0,2,3800,0
1,,1,,,,,,,3,5164,32,5,0,2,0,0,9999,2,3,3,4718,3,30,3,0,0,0,3,3,3498,3,30,4,0,0,4,3,333,3,30,5,0,0,4954,3,30,6,0,0,7450,3,30,7,0,0,9562,2,30,8,0,0,6624,2,30,9,0,0,4959,2,30,10,0,0,5843,2,30,12,0,0,7309,3,35,14,0,0,7135,3,35,16,7,11,7838,3,35,18,1,13,0,,,,6184,3,35,20,7,13,0,4,340,0,1115,71,35,22,9,16,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
