TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
2,,,1,1,,,,,3,5057,42,5,0,1,0,0,9999,2,3,3,1723,0,0,0,0,0,0,3,4,701,4,30,1,0,0,4,4,1157,4,30,1,0,0,2514,4,30,2,0,0,7362,4,30,3,0,0,6768,4,30,4,0,0,2806,4,30,5,0,0,2200,4,30,6,0,0,5121,4,30,8,0,0,3589,4,30,10,0,0,0,0,0,0,0,0,5298,4,30,14,0,0,0,,,,5092,4,30,16,7,10,0,,,,7904,4,30,18,3,12,10000,3,402,0,3684,4,30,20,1,12,9000,2,405,0,3962,4,30,22,1,12,12009,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
3,,,1,1,1,,,,3,5057,44,5,0,1,0,0,9999,2,3,6,6098,0,0,0,0,0,0,3,5,8401,0,0,0,0,0,4,7,1545,6,30,1,0,0,2867,6,30,1,0,0,7363,6,30,2,0,0,7497,6,30,3,0,0,4847,6,30,4,0,0,2482,6,30,5,0,0,6450,6,30,7,0,0,3865,5,30,9,0,0,882,5,30,11,0,0,1435,4,30,13,0,0,0,,,,2617,4,30,15,0,0,0,,,,7176,3,30,17,7,11,0,3,961,0,1805,3,30,19,7,12,0,2,626,0,2889,1,10,21,3,99,0,2,999,0,6504,1,10,23,3,99,0,,,,0,0,0,0,0,0,0,,,,2115,1,10,27,3,12,0,,,
1,,,,1,,,,,3,5057,45,5,0,1,1,0,9999,2,3,3,1723,0,0,0,0,0,0,3,4,701,0,0,0,0,0,4,4,1157,0,0,0,0,0,2514,5,30,1,0,0,7362,5,30,2,0,0,6768,5,30,2,0,0,2806,5,30,3,0,0,2200,5,30,4,0,0,5121,5,30,6,0,0,3589,5,30,9,0,0,0,0,0,0,0,0,5298,5,30,13,0,0,0,,,,5092,5,30,15,0,0,0,,,,7904,5,30,17,7,11,0,,,,7777,1,10,19,1,13,0,2,405,0,5548,1,10,21,1,13,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
4,,,,,1,1,1,1,3,5057,47,0,0,2,2,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,10657,5,30,1,0,0,8271,5,30,1,0,0,4848,5,30,1,0,0,2480,5,30,2,0,0,6473,5,30,4,0,0,3540,4,30,6,0,0,7725,4,30,9,0,0,4248,4,30,10,0,0,0,,,,7530,4,30,13,0,0,0,,,,3794,4,30,14,0,0,0,,,,522,4,30,16,7,10,0,,,,1342,4,30,18,3,12,0,2,403,0,3460,3,30,20,1,12,0,2,814,0,4576,3,30,22,3,12,10847,2,4720,0,1692,1,10,24,1,12,0,2,3930,0
4,1,,1,1,1,,,,3,5057,196,0,0,1,2,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,10657,4,30,8,0,0,8271,4,30,9,0,0,4848,4,30,10,0,0,2480,4,30,11,0,0,6473,4,30,13,0,0,3540,3,30,15,0,0,7725,3,30,17,7,11,4248,3,30,19,3,12,0,5,425,0,7530,3,30,21,7,12,0,,,,3794,3,30,23,3,12,0,3,562,0,522,3,30,25,3,12,0,2,0,0,1342,3,30,27,3,12,0,2,880,0,7166,1,10,29,1,13,0,,,,0,0,0,0,0,0,0,,,,2287,1,10,33,1,13,0,,,
5,,,,1,1,1,1,1,3,5061,34,5,0,2,0,0,9999,2,3,2,1049,0,0,0,0,0,0,3,3,8753,0,0,0,0,0,4,3,2315,0,0,0,0,0,8229,4,30,1,0,0,7368,4,30,1,0,0,7499,4,30,2,0,0,3692,4,30,2,0,0,2635,4,30,3,0,0,2277,3,30,5,0,0,5541,3,30,8,0,0,3210,3,30,10,0,0,3297,3,30,12,0,0,0,,,,1124,3,30,13,0,0,420,,,,362,3,30,15,0,0,600,,,,5340,3,30,18,1,12,8516,2,411,0,257,51,30,19,0,0,0,2,481,0,2280,51,30,22,0,0,0,2,481,0,835,1,10,24,1,16,0,2,860,0,885,1,10,26,1,16,0,2,860,0
5,,,,1,1,1,1,1,3,5061,35,0,0,1,0,0,9999,2,3,3,1496,0,0,0,0,0,0,3,3,706,0,0,0,0,0,4,3,3631,0,0,0,0,0,8223,0,0,0,0,0,7370,4,60,1,0,0,6776,4,60,1,0,0,8482,2,30,2,0,0,2316,2,30,3,0,0,6486,2,30,5,0,0,4842,3,33,7,0,0,4372,3,33,9,0,0,1591,3,33,11,0,0,0,,,,1164,3,33,13,0,0,0,,,,3268,2,30,15,0,0,0,,,,4330,2,30,17,7,11,0,2,425,0,816,2,30,19,1,13,0,2,562,0,4314,2,30,21,1,13,10000,2,562,0,666,2,30,23,1,13,9360,2,5620,0,568,2,30,25,1,13,20020,2,5620,0
5,,,1,1,1,1,1,,3,5065,37,5,0,1,2,0,9999,2,3,5,5844,4,30,1,0,0,0,3,4,1326,4,30,2,0,0,4,3,461,3,30,3,0,0,5236,3,30,4,0,0,12670,3,30,5,0,0,7265,2,30,6,0,0,6225,2,30,7,0,0,3312,2,30,8,0,0,1362,2,30,10,0,0,0,0,0,0,0,0,405,2,30,14,0,0,7722,3,48,16,7,10,600,,,,1136,2,40,18,7,11,0,,,,7513,2,40,20,3,11,3120,3,460,0,2459,1,10,22,1,12,0,2,392,0,8969,1,10,24,1,12,0,2,962,0,1068,1,10,26,3,12,0,2,392,0,8863,1,10,28,1,12,0,2,3930,0,4233,1,10,30,1,12,0,,,
4,,,,1,1,1,1,,3,5065,38,5,0,2,3,0,9999,2,3,8,6108,7,60,1,0,0,0,3,3,2183,2,30,1,0,0,4,3,2784,2,30,2,0,0,6654,2,30,4,0,0,12674,2,30,5,0,0,8326,2,30,5,0,0,6763,2,30,6,0,0,4678,3,30,7,0,0,6967,3,33,9,0,0,6064,3,33,12,0,0,0,0,0,0,0,0,758,2,30,15,0,0,0,,,,7259,2,30,18,3,11,0,,,,8697,2,30,20,6,11,7189,,,,5518,1,10,21,3,12,0,2,472,0,8770,1,10,24,3,12,0,2,451,0,1224,1,10,25,3,12,0,2,451,0,5927,1,10,27,1,12,0,2,4510,0,4316,1,10,30,1,12,0,,,
2,,,,,1,1,,,3,5065,39,5,0,1,0,0,9999,2,3,8,6108,8,60,1,0,0,0,3,3,2184,2,30,1,0,0,4,3,1269,2,30,2,0,0,6651,2,30,3,0,0,12673,2,30,4,0,0,7125,2,30,5,0,0,5891,2,30,6,0,0,4679,2,30,7,0,0,5829,2,30,9,0,0,2020,2,30,11,0,0,4943,2,30,13,0,0,2929,2,30,15,0,0,0,,,,1437,2,30,17,7,10,0,,,,7449,2,30,19,3,12,0,,,,3344,2,30,21,3,12,0,,,,6220,2,30,23,3,11,0,2,425,0,1999,2,30,25,3,11,3400,2,425,0,9435,71,30,27,3,11,0,,,,4410,2,30,29,3,12,8000,,,
1,,,,1,,,,,3,5065,40,5,0,2,2,0,9999,2,3,8,6108,0,0,0,0,0,0,3,3,2183,3,30,1,0,0,4,3,2784,3,30,1,0,0,6654,3,30,2,0,0,12674,3,30,3,0,0,8326,3,30,4,0,0,6763,3,30,5,0,0,4678,4,30,6,0,0,6967,4,30,8,0,0,6064,4,30,10,0,0,0,0,0,0,0,0,758,3,30,14,0,0,0,,,,7259,3,30,16,7,11,0,,,,8697,3,30,19,7,11,0,,,,2944,2,30,20,3,12,0,2,451,0,8743,1,10,23,7,12,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
4,,,,,1,1,1,1,3,5065,43,0,0,2,2,0,9999,2,3,8,6108,0,0,0,0,0,0,3,4,1203,0,0,0,0,0,4,4,467,0,0,0,0,0,5238,0,0,0,0,0,12671,5,60,1,0,0,7615,5,60,1,0,0,5890,5,60,1,0,0,5179,2,30,2,0,0,1927,2,30,4,0,0,5884,2,30,6,0,0,2383,2,30,8,0,0,440,2,30,10,0,0,0,,,,811,2,30,12,0,0,0,,,,4,2,30,14,0,0,0,,,,2263,2,30,16,7,10,0,,,,5077,2,30,18,3,11,0,2,460,0,561,2,30,20,3,11,11200,2,460,0,4021,2,30,22,3,11,400,2,9620,0,3888,2,30,24,3,11,0,2,0,0
2,,,,,,,1,1,3,5065,44,0,0,1,0,0,9999,2,3,8,6108,0,0,0,0,0,0,3,3,2183,0,0,0,0,0,4,3,2784,0,0,0,0,0,6654,0,0,0,0,0,12674,4,30,1,0,0,8326,4,30,1,0,0,6763,4,30,2,0,0,4678,5,30,3,0,0,6967,5,30,5,0,0,6064,5,30,7,0,0,0,0,0,0,0,0,758,4,30,11,0,0,0,,,,7259,4,30,13,0,0,0,,,,8697,4,30,15,0,0,0,,,,2944,3,30,17,1,11,8516,,,,6723,2,30,19,1,12,7000,,,,4905,71,30,21,1,14,12000,,,,8178,1,10,23,1,13,0,2,9600,0,4221,1,10,25,1,13,0,2,9600,0
3,,,,,1,1,,1,3,5065,45,0,0,2,1,0,9999,2,3,8,6108,0,0,0,0,0,0,3,3,2184,0,0,0,0,0,4,3,1269,0,0,0,0,0,6651,0,0,0,0,0,12673,5,30,1,0,0,7125,5,30,1,0,0,5891,5,30,1,0,0,4679,5,30,2,0,0,5829,5,30,4,0,0,2020,5,30,6,0,0,4943,5,30,8,0,0,2929,5,30,10,0,0,0,,,,1437,5,30,12,0,0,0,,,,7449,5,30,15,0,0,0,,,,3344,5,30,16,7,10,0,,,,6220,5,30,18,8,12,2000,2,472,0,1999,5,30,20,1,13,0,2,364,0,9435,74,30,23,1,13,10847,,,,4314,1,10,25,1,13,0,2,3640,0
2,,,,,,,1,1,3,5065,48,0,0,1,0,0,9999,2,3,1,7162,0,0,0,0,0,0,3,1,7494,0,0,0,0,0,4,1,533,0,0,0,0,0,6656,0,0,0,0,0,12672,0,0,0,0,0,7982,0,0,0,0,0,6895,0,0,0,0,0,6039,0,0,0,0,0,5509,3,30,1,0,0,1652,3,30,2,0,0,2033,3,30,4,0,0,1863,3,30,6,0,0,0,,,,6920,3,30,8,0,0,0,,,,0,0,0,0,0,0,0,,,,8532,3,30,12,0,0,0,,,,7468,3,30,14,0,0,0,,,,8245,3,30,17,7,11,0,,,,8425,3,30,18,7,12,0,2,7200,0,4363,3,30,20,8,12,0,2,0,0
2,,,,,,,1,1,3,5065,49,0,0,1,0,0,9999,2,3,1,7162,0,0,0,0,0,0,3,1,7494,0,0,0,0,0,4,1,533,0,0,0,0,0,6656,0,0,0,0,0,12672,0,0,0,0,0,7982,0,0,0,0,0,6895,0,0,0,0,0,6039,0,0,0,0,0,5509,0,0,0,0,0,1652,5,30,1,0,0,2033,5,30,3,0,0,1863,5,30,5,0,0,0,,,,6920,5,30,7,0,0,0,,,,0,0,0,0,0,0,0,,,,8532,4,30,12,0,0,0,,,,7468,4,30,13,0,0,0,,,,8245,4,30,16,7,10,0,,,,8425,4,30,17,7,11,0,2,4020,0,4363,4,30,19,1,12,27000,2,6230,0
1,,,,,,,,1,3,5065,50,0,0,2,0,0,9999,2,3,8,6108,0,0,0,0,0,0,3,3,2183,0,0,0,0,0,4,3,2784,0,0,0,0,0,6654,0,0,0,0,0,12674,0,0,0,0,0,8326,0,0,0,0,0,6763,0,0,0,0,0,4678,0,0,0,0,0,6967,0,0,0,0,0,6064,6,30,1,0,0,0,0,0,0,0,0,758,5,30,4,0,0,0,,,,7259,5,30,6,0,0,0,,,,8697,5,30,8,0,0,0,,,,2944,4,30,10,0,0,0,,,,6723,3,30,12,0,0,0,,,,4905,2,30,14,0,0,0,,,,7556,2,30,16,7,10,0,,,,3879,2,30,18,7,11,0,2,5620,0
1,,,,,,,,1,3,5065,51,0,0,2,0,0,9999,2,3,1,7162,0,0,0,0,0,0,3,1,7494,0,0,0,0,0,4,1,533,0,0,0,0,0,6656,0,0,0,0,0,12672,0,0,0,0,0,7982,0,0,0,0,0,6895,0,0,0,0,0,6039,0,0,0,0,0,5509,0,0,0,0,0,1652,0,0,0,0,0,2033,6,30,1,0,0,1863,6,30,3,0,0,0,,,,6920,6,30,6,0,0,0,,,,0,0,0,0,0,0,0,,,,8532,5,30,10,0,0,0,,,,7468,5,30,12,0,0,0,,,,8245,5,30,14,0,0,0,,,,8425,5,30,16,7,10,0,,,,4363,5,30,17,7,11,0,2,0,0
2,,,,,,,1,1,3,5065,56,0,0,2,3,0,9999,2,3,8,6108,0,0,0,0,0,0,3,4,1203,0,0,0,0,0,4,4,467,0,0,0,0,0,5238,0,0,0,0,0,12671,0,0,0,0,0,7615,6,95,2,0,0,5890,6,95,3,0,0,4636,3,95,4,0,0,636,3,95,6,0,0,1963,2,95,8,0,0,203,2,95,10,0,0,940,2,95,12,0,0,0,,,,412,2,95,14,0,0,0,,,,8650,2,95,16,7,10,0,,,,8291,2,95,18,3,12,0,,,,8317,2,95,20,3,10,0,,,,7342,2,22,22,1,11,0,,,,6069,2,22,24,6,11,0,2,0,0,3881,2,22,26,1,11,0,2,3600,0
4,1,1,1,1,,,,,3,5066,37,5,0,2,1,1,2018,1,3,3,2112,3,30,5,0,0,0,3,3,2496,3,30,6,0,0,4,3,9275,3,30,8,0,0,1174,3,30,8,0,0,12677,3,30,9,0,0,6972,3,30,10,0,0,3397,3,30,11,0,0,2588,3,30,12,0,0,425,3,30,14,0,0,3610,3,30,16,1,10,802,3,30,18,7,12,2120,51,30,20,0,0,0,5,476,0,179,51,33,22,0,0,0,4,360,0,3920,1,10,24,1,16,0,3,321,0,2825,1,10,26,1,16,0,2,586,0,4435,1,10,28,1,16,0,,,,5890,1,10,30,1,17,0,,,,5209,1,10,32,1,17,0,,,,8974,2,20,34,1,17,0,,,
5,1,1,1,1,1,,,,3,5066,39,5,0,1,1,0,9999,2,3,4,5011,4,30,2,0,0,0,3,5,4128,4,30,3,0,0,4,5,3624,4,30,4,0,0,1586,4,30,6,0,0,12679,4,30,6,0,0,7726,4,30,7,0,0,5025,4,30,8,0,0,4788,4,30,9,0,0,240,4,30,11,0,0,3244,4,30,13,0,0,2468,3,30,15,0,0,1734,3,30,17,1,11,900,5,472,0,4412,3,30,19,1,12,14000,4,742,0,4933,1,10,21,1,12,0,3,734,0,3381,1,10,23,1,12,0,2,962,0,4329,1,10,25,7,13,0,2,964,0,5904,1,10,27,1,13,0,,,,4173,1,10,29,1,13,0,,,,8795,1,10,32,1,13,0,,,
3,,,1,1,1,,,,3,5066,40,5,0,1,0,0,9999,2,3,4,5011,0,0,0,0,0,0,3,5,4128,5,30,1,0,0,4,5,3624,5,30,1,0,0,1586,5,30,2,0,0,12679,5,30,3,0,0,7726,5,30,4,0,0,5025,5,30,5,0,0,4788,5,30,6,0,0,240,5,30,8,0,0,3244,5,30,10,0,0,2468,4,30,12,0,0,1734,4,30,14,0,0,0,,,,4412,4,30,16,7,9,0,,,,1693,3,30,18,7,11,0,3,962,0,6924,3,30,20,3,12,2400,2,586,0,8238,1,10,22,1,12,0,2,275,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
4,,,,,1,1,1,1,3,5066,41,0,0,1,0,0,9999,2,3,3,586,0,0,0,0,0,0,3,1,7592,0,0,0,0,0,4,1,9100,0,0,0,0,0,1185,0,0,0,0,0,12680,0,0,0,0,0,7021,3,30,1,0,0,5639,3,30,1,0,0,3912,3,30,2,0,0,52,3,30,4,0,0,2547,72,30,6,0,0,4494,2,30,8,0,0,1229,2,30,10,0,0,0,,,,1617,2,30,12,0,0,0,,,,97,2,30,14,0,0,0,,,,5735,2,30,16,7,11,0,,,,4368,2,30,18,1,12,9578,2,999,0,5031,2,30,20,1,12,60000,2,620,0,5185,2,30,22,1,12,10847,2,6230,0,6571,2,30,24,1,12,50000,2,9999,0
2,,,,,,,1,1,3,5066,42,0,0,1,0,0,9999,2,3,3,2112,0,0,0,0,0,0,3,3,2496,0,0,0,0,0,4,3,9275,0,0,0,0,0,1174,0,0,0,0,0,12677,0,0,0,0,0,6972,0,0,0,0,0,3397,0,0,0,0,0,2588,0,0,0,0,0,425,4,60,1,0,0,3610,4,60,2,0,0,802,4,60,4,0,0,2120,3,60,6,0,0,0,,,,179,4,60,8,0,0,0,,,,101,4,60,10,0,0,0,,,,2270,3,60,12,0,0,0,,,,4177,3,60,14,0,0,0,,,,6379,3,60,16,7,10,0,,,,9366,3,33,19,3,12,0,2,0,0,7328,2,30,20,3,12,0,2,4760,0
4,1,1,1,1,,,,,3,5066,181,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,7075,4,30,8,0,0,12682,4,30,8,0,0,7022,4,30,9,0,0,4262,4,30,10,0,0,2589,4,30,11,0,0,638,4,60,13,0,0,3246,4,60,15,0,0,2161,3,60,17,7,11,2151,51,60,19,0,0,0,5,0,0,310,51,60,21,0,0,0,4,540,0,624,3,60,23,1,16,10189,3,476,0,6938,3,60,25,1,16,8516,2,476,0,4284,3,60,27,1,16,9578,,,,3194,3,60,29,7,16,0,,,,6583,1,10,31,1,17,0,,,,5200,1,10,33,1,17,0,,,
2,,,,,,,1,1,3,5066,185,0,0,1,0,0,9999,2,3,3,1443,0,0,0,0,0,0,3,3,2438,0,0,0,0,0,4,3,3585,0,0,0,0,0,616,0,0,0,0,0,12678,0,0,0,0,0,7020,0,0,0,0,0,3399,0,0,0,0,0,3485,0,0,0,0,0,6522,4,74,6,0,0,6956,3,74,9,0,0,7424,2,30,10,0,0,1979,2,30,12,0,0,0,,,,871,2,30,14,0,0,0,,,,2640,2,30,16,7,10,0,,,,2332,2,30,18,3,11,0,,,,4397,2,30,20,1,12,3000,,,,1185,2,30,22,1,14,4000,,,,5377,51,30,24,0,0,0,2,735,0,6541,2,30,26,3,15,4000,2,5620,0
1,,,,,,,1,,3,5066,186,0,0,1,0,0,9999,2,3,3,886,0,0,0,0,0,0,3,3,5695,0,0,0,0,0,4,3,8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6522,0,0,0,0,0,6956,0,0,0,0,0,2172,2,30,3,0,0,2042,2,30,5,0,0,0,,,,624,2,30,7,0,0,0,,,,4488,2,30,9,0,0,0,,,,5120,2,30,11,0,0,0,,,,4320,2,30,13,0,0,0,,,,5710,2,30,15,0,0,0,,,,4168,2,30,17,7,9,0,2,8800,0,7107,2,30,19,1,9,3000,,,
5,1,1,1,1,1,,,,3,5067,35,5,0,2,1,0,9999,2,3,4,903,3,30,3,0,0,0,3,5,5656,4,30,4,0,0,4,5,1538,4,30,5,0,0,5184,4,30,6,0,0,7372,4,30,7,0,0,7126,4,30,8,0,0,2184,4,30,9,0,0,1045,4,30,10,0,0,1287,4,30,12,0,0,6068,3,30,14,0,0,4997,3,30,16,7,9,3394,2,30,18,1,11,1248,5,472,0,1432,2,30,20,1,12,6000,4,472,0,443,2,30,22,1,12,14400,3,411,0,4377,1,10,24,1,14,0,2,411,0,4985,1,10,26,1,14,0,2,401,0,4978,1,10,28,1,14,0,,,,2898,1,10,30,1,14,0,,,,2876,1,10,32,1,14,0,,,
5,,1,1,1,1,1,,,3,5067,36,5,0,2,2,1,2018,1,3,4,903,4,30,2,0,0,0,3,5,5656,5,30,3,0,0,4,5,1538,5,30,4,0,0,5184,5,30,5,0,0,7372,5,30,6,0,0,7126,5,30,7,0,0,2184,5,30,7,0,0,1045,5,30,8,0,0,1287,5,30,11,0,0,6068,4,30,13,0,0,4997,4,30,15,0,0,3394,3,30,17,7,10,0,,,,2327,1,10,19,7,12,0,4,460,0,306,1,10,21,1,12,0,3,472,0,4214,1,10,23,1,12,0,2,461,0,5500,1,10,25,1,12,0,2,800,0,5990,1,10,27,1,12,0,2,800,0,3696,2,22,29,1,12,0,,,,2245,2,20,31,1,12,0,,,
4,,1,1,1,1,,,,3,5069,37,5,0,2,3,0,9999,2,3,5,478,5,30,2,0,0,0,3,5,651,5,30,3,0,0,4,5,3498,5,30,4,0,0,10232,4,30,6,0,0,12683,4,30,6,0,0,9903,4,30,7,0,0,2163,4,30,8,0,0,795,4,30,9,0,0,5302,3,30,11,0,0,3742,3,30,13,0,0,599,3,30,15,0,0,3905,2,30,17,7,11,600,,,,337,2,30,19,8,11,0,4,0,0,1076,2,30,21,3,12,1200,3,451,0,1843,1,10,23,3,12,0,2,451,0,2207,1,10,25,1,12,0,2,423,0,3294,1,10,27,1,12,0,,,,5576,2,22,29,1,12,0,,,,4412,1,10,32,1,12,0,,,
5,,,,1,1,1,1,1,3,5069,38,5,0,2,0,0,9999,2,3,5,478,0,0,0,0,0,0,3,5,651,0,0,0,0,0,4,5,3498,0,0,0,0,0,10478,2,30,1,0,0,12684,2,30,1,0,0,9971,2,30,2,0,0,2162,2,30,2,0,0,795,5,60,3,0,0,5302,4,60,5,0,0,3742,4,60,7,0,0,607,2,30,9,0,0,4074,2,30,11,0,0,0,,,,2255,2,30,13,0,0,0,,,,2069,2,30,15,0,0,0,,,,368,2,30,17,7,11,1800,2,460,0,1856,2,30,19,7,13,0,2,472,0,8441,2,30,22,1,13,29000,2,584,0,9273,2,30,24,1,14,32000,2,4840,0,4002,1,10,25,1,14,0,2,5240,0
2,,,,,,,1,1,3,5069,39,0,0,1,0,0,9999,2,3,5,478,0,0,0,0,0,0,3,5,651,0,0,0,0,0,4,5,3498,0,0,0,0,0,10232,0,0,0,0,0,12683,0,0,0,0,0,9903,0,0,0,0,0,2163,0,0,0,0,0,795,0,0,0,0,0,5302,5,60,1,0,0,3742,5,60,2,0,0,599,4,60,4,0,0,4802,2,30,6,0,0,0,,,,1926,2,30,8,0,0,0,,,,960,2,30,10,0,0,0,,,,1323,2,30,12,0,0,0,,,,2654,3,33,14,0,0,0,,,,3079,3,33,16,7,9,0,,,,4152,3,33,17,7,9,0,2,6260,0,4112,51,33,20,0,0,0,2,0,0
4,1,1,1,1,,,,,3,5070,175,0,0,1,1,1,2015,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,7885,3,30,9,0,0,12688,3,30,10,0,0,6973,3,30,11,0,0,5519,3,30,11,0,0,1330,3,30,12,0,0,1363,3,30,14,0,0,4940,3,30,17,7,10,4466,3,30,19,7,11,6672,3,30,21,7,14,2000,5,43,0,363,51,30,22,0,0,0,4,422,0,4595,1,10,25,3,14,0,3,865,0,4478,1,10,27,1,14,0,2,822,0,2345,1,10,28,7,14,0,,,,4045,1,10,31,3,15,0,,,,620,1,10,33,1,15,0,,,,1212,1,10,35,1,15,0,,,
4,1,1,1,,1,,,,3,5071,35,5,0,1,1,1,2010,1,3,6,3204,5,60,4,0,0,0,3,6,8380,5,60,5,0,0,4,6,2943,5,60,6,0,0,9171,5,60,7,0,0,7378,5,60,8,0,0,6480,5,60,9,0,0,6978,4,60,10,0,0,3269,4,60,11,0,0,3727,4,60,13,0,0,6240,4,60,15,0,0,3328,3,60,17,7,11,3780,3,60,19,1,13,1500,5,556,0,9,3,60,21,1,15,0,4,470,0,4355,51,60,23,1,15,16000,3,422,0,1614,71,60,25,0,0,0,,,,7628,1,10,27,1,15,0,2,962,0,4293,1,10,29,1,15,0,,,,756,1,10,31,1,15,0,,,,0,0,0,0,0,0,0,,,
6,,1,1,1,1,1,1,,3,5071,36,5,0,2,3,0,9999,2,3,6,3204,6,60,1,0,0,0,3,6,8380,6,60,1,0,0,4,6,2943,6,60,2,0,0,9171,6,60,3,0,0,7378,6,60,4,0,0,6480,6,60,5,0,0,6978,5,60,6,0,0,3269,5,60,7,0,0,3727,5,60,9,0,0,6240,5,60,11,0,0,3328,4,60,13,0,0,3780,4,60,15,0,0,0,,,,9,4,60,17,7,11,0,4,0,0,5496,2,30,19,1,14,2130,3,202,0,299,2,30,21,3,13,17000,2,360,0,4035,1,10,23,1,14,0,2,360,0,2196,1,10,25,1,14,0,2,360,0,689,1,10,27,1,14,0,2,3600,0,4929,1,10,29,1,14,0,,,
2,,,,,,,1,1,3,5071,37,0,0,1,0,0,9999,2,3,6,3204,0,0,0,0,0,0,3,6,8380,0,0,0,0,0,4,6,2943,0,0,0,0,0,9171,0,0,0,0,0,7378,0,0,0,0,0,6480,0,0,0,0,0,6978,0,0,0,0,0,3269,0,0,0,0,0,3727,6,60,2,0,0,6240,6,60,4,0,0,6253,2,30,6,0,0,3601,2,30,8,0,0,0,,,,317,2,30,9,0,0,0,,,,3867,2,30,12,0,0,0,,,,521,2,30,13,0,0,0,,,,1834,2,30,16,7,9,0,,,,4961,2,30,18,7,12,0,,,,748,2,30,20,2,12,4700,2,4760,0,5156,2,30,21,1,12,20000,2,7750,0
2,,,,,,,1,1,3,5085,31,0,0,1,0,0,9999,2,3,1,3816,0,0,0,0,0,0,3,1,8252,0,0,0,0,0,4,1,7053,0,0,0,0,0,1065,0,0,0,0,0,7392,0,0,0,0,0,8892,0,0,0,0,0,7382,0,0,0,0,0,3690,0,0,0,0,0,4158,3,30,1,0,0,2588,3,30,2,0,0,4394,3,30,4,0,0,6378,3,30,6,0,0,0,,,,6682,3,30,8,0,0,0,,,,7662,3,30,10,0,0,0,,,,3466,3,30,12,0,0,0,,,,2615,3,30,14,0,0,0,,,,5486,3,30,16,7,10,0,,,,1683,3,30,18,7,12,0,2,4030,0,2499,1,10,20,1,13,0,2,4050,0
1,,,,,,,,1,3,5085,32,0,0,1,0,0,9999,2,3,1,3816,0,0,0,0,0,0,3,1,8252,0,0,0,0,0,4,1,7053,0,0,0,0,0,1065,0,0,0,0,0,7392,0,0,0,0,0,8892,0,0,0,0,0,7382,0,0,0,0,0,3690,0,0,0,0,0,4158,0,0,0,0,0,2588,4,30,1,0,0,4394,4,30,3,0,0,6378,4,30,5,0,0,0,,,,6682,4,30,7,0,0,0,,,,7662,4,30,9,0,0,0,,,,3466,4,30,11,0,0,0,,,,2615,4,30,12,0,0,0,,,,5486,4,30,15,0,0,0,,,,1683,4,30,17,7,11,0,,,,1733,3,30,18,7,12,0,2,0,0
